diameter[mm],T[k],wavelength[mm],K2,radarsx[mm2],extxs[mm2]
0.01,293.15,12.4395210788,0.91859505557,1.17396610548e-14,3.69731706335e-08
0.02,293.15,12.4395210788,0.91859505557,7.51321443657e-13,2.95935437062e-07
0.03,293.15,12.4395210788,0.91859505557,8.55769991099e-12,9.99627998017e-07
0.04,293.15,12.4395210788,0.91859505557,4.80802496866e-11,2.37230233626e-06
0.05,293.15,12.4395210788,0.91859505557,1.83399245301e-10,4.64048487195e-06
0.060000000000000005,293.15,12.4395210788,0.91859505557,5.4758206542e-10,8.03375425993e-06
0.06999999999999999,293.15,12.4395210788,0.91859505557,1.38066300003e-09,1.27855215852e-05
0.08,293.15,12.4395210788,0.91859505557,3.0760304056e-09,1.91338312934e-05
0.09,293.15,12.4395210788,0.91859505557,6.23520237311e-09,2.73221624739e-05
0.09999999999999999,293.15,12.4395210788,0.91859505557,1.17309670551e-08,3.76002594196e-05
0.11,293.15,12.4395210788,0.91859505557,2.07788630657e-08,5.02249566192e-05
0.12,293.15,12.4395210788,0.91859505557,3.50169711835e-08,6.5461038952e-05
0.13,293.15,12.4395210788,0.91859505557,5.6593984667e-08,8.3582106579e-05
0.14,293.15,12.4395210788,0.91859505557,8.82655061878e-08,0.000104871456095
0.15000000000000002,293.15,12.4395210788,0.91859505557,1.33498575769e-07,0.000129623005762
0.16,293.15,12.4395210788,0.91859505557,1.9658430587e-07,0.000158142175252
0.17,293.15,12.4395210788,0.91859505557,2.82758752002e-07,0.000190746906948
0.18000000000000002,293.15,12.4395210788,0.91859505557,3.98331652945e-07,0.000227768564667
0.19,293.15,12.4395210788,0.91859505557,5.50823478474e-07,0.000269552934907
0.2,293.15,12.4395210788,0.91859505557,7.49110032183e-07,0.000316461332207
0.21000000000000002,293.15,12.4395210788,0.91859505557,1.00357528658e-06,0.000368871541942
0.22,293.15,12.4395210788,0.91859505557,1.32627231254e-06,0.00042717894861
0.23,293.15,12.4395210788,0.91859505557,1.73109118174e-06,0.000491797575084
0.24000000000000002,293.15,12.4395210788,0.91859505557,2.23393567802e-06,0.000563161346737
0.25,293.15,12.4395210788,0.91859505557,2.85290590566e-06,0.00064172517733
0.26,293.15,12.4395210788,0.91859505557,3.60849184487e-06,0.000727966097116
0.27,293.15,12.4395210788,0.91859505557,4.52376977247e-06,0.000822384603768
0.28,293.15,12.4395210788,0.91859505557,5.62461197285e-06,0.000925505965291
0.29000000000000004,293.15,12.4395210788,0.91859505557,6.93989674853e-06,0.00103788133417
0.3,293.15,12.4395210788,0.91859505557,8.50173261991e-06,0.00116008941196
0.31,293.15,12.4395210788,0.91859505557,1.0345685236e-05,0.00129273742976
0.32,293.15,12.4395210788,0.91859505557,1.25110168598e-05,0.00143646302761
0.33,293.15,12.4395210788,0.91859505557,1.50409209408e-05,0.00159193523539
0.34,293.15,12.4395210788,0.91859505557,1.79827872953e-05,0.00175985652933
0.35000000000000003,293.15,12.4395210788,0.91859505557,2.1388438016e-05,0.00194096421703
0.36000000000000004,293.15,12.4395210788,0.91859505557,2.53144132075e-05,0.00213603175528
0.37,293.15,12.4395210788,0.91859505557,2.982222635e-05,0.00234587065667
0.38,293.15,12.4395210788,0.91859505557,3.49786609091e-05,0.00257133246332
0.39,293.15,12.4395210788,0.91859505557,4.08560206738e-05,0.00281331006638
0.4,293.15,12.4395210788,0.91859505557,4.75324750761e-05,0.00307273999994
0.41000000000000003,293.15,12.4395210788,0.91859505557,5.50923154508e-05,0.00335060366051
0.42000000000000004,293.15,12.4395210788,0.91859505557,6.36262547018e-05,0.00364793003808
0.43,293.15,12.4395210788,0.91859505557,7.32318055132e-05,0.00396579781129
0.44,293.15,12.4395210788,0.91859505557,8.40135047056e-05,0.0043053356597
0.45,293.15,12.4395210788,0.91859505557,9.60833286931e-05,0.00466772745048
0.46,293.15,12.4395210788,0.91859505557,0.000109560963468,0.00505421151163
0.47000000000000003,293.15,12.4395210788,0.91859505557,0.000124574205117,0.00546608474298
0.48000000000000004,293.15,12.4395210788,0.91859505557,0.000141259258558,0.00590470404234
0.49,293.15,12.4395210788,0.91859505557,0.000159761119936,0.00637148907335
0.5,293.15,12.4395210788,0.91859505557,0.000180233905122,0.00686792496781
0.51,293.15,12.4395210788,0.91859505557,0.000202841285807,0.00739556503104
0.52,293.15,12.4395210788,0.91859505557,0.000227756802188,0.00795603209948
0.53,293.15,12.4395210788,0.91859505557,0.000255164358257,0.00855102259045
0.54,293.15,12.4395210788,0.91859505557,0.000285258436297,0.00918230934144
0.55,293.15,12.4395210788,0.91859505557,0.000318244683043,0.00985174310775
0.56,293.15,12.4395210788,0.91859505557,0.00035434029905,0.010561257015
0.5700000000000001,293.15,12.4395210788,0.91859505557,0.000393774286415,0.0113128698043
0.5800000000000001,293.15,12.4395210788,0.91859505557,0.000436788144263,0.012108685855
0.59,293.15,12.4395210788,0.91859505557,0.000483636031937,0.012950903806
0.6,293.15,12.4395210788,0.91859505557,0.000534585745553,0.0138418138893
0.61,293.15,12.4395210788,0.91859505557,0.000589918396479,0.0147838065556
0.62,293.15,12.4395210788,0.91859505557,0.000649929638436,0.0157793706187
0.63,293.15,12.4395210788,0.91859505557,0.00071492973926,0.0168311024175
0.64,293.15,12.4395210788,0.91859505557,0.000785244184188,0.0179417063767
0.65,293.15,12.4395210788,0.91859505557,0.000861214342456,0.0191139966577
0.66,293.15,12.4395210788,0.91859505557,0.000943197886462,0.0203509057712
0.67,293.15,12.4395210788,0.91859505557,0.00103156935704,0.0216554840895
0.68,293.15,12.4395210788,0.91859505557,0.00112672090164,0.0230309084594
0.6900000000000001,293.15,12.4395210788,0.91859505557,0.00122906254751,0.0244804784816
0.7000000000000001,293.15,12.4395210788,0.91859505557,0.00134353930188,0.0260349144313
0.7100000000000001,293.15,12.4395210788,0.91859505557,0.00146253722897,0.0276471886225
0.72,293.15,12.4395210788,0.91859505557,0.00159017161952,0.0293443235856
0.73,293.15,12.4395210788,0.91859505557,0.00172693784471,0.0311301574904
