"EC_NO","COFACTOR_ID","SOURCE"
"1.1.1.301",4,cofactor_db_2010
"1.1.1.302",4,cofactor_db_2010
"1.1.1.303",4,cofactor_db_2010
"1.1.1.304",4,cofactor_db_2010
"1.1.1.305",4,cofactor_db_2010
"1.1.1.306",4,cofactor_db_2010
"1.1.1.307",4,brenda
"1.1.1.308",4,brenda
"1.1.1.309",4,brenda
"1.1.1.31",4,cofactor_db_2010
"1.1.1.311",4,brenda
"1.1.1.312",4,brenda
"1.1.1.314",4,brenda
"1.1.1.315",4,brenda
"1.1.1.316",4,brenda
"1.1.1.32",4,cofactor_db_2010
"1.1.1.320",4,brenda
"1.1.1.321",4,brenda
"1.1.1.322",4,brenda
"1.1.1.323",4,brenda
"1.1.1.324",4,brenda
"1.1.1.326",4,brenda
"1.1.1.327",4,brenda
"1.1.1.328",3,brenda
"1.1.1.328",4,brenda
"1.1.1.329",4,brenda
"1.1.1.33",4,cofactor_db_2010
"1.1.1.331",4,brenda
"1.1.1.332",4,brenda
"1.1.1.333",4,brenda
"1.1.1.334",4,brenda
"1.1.1.335",4,brenda
"1.1.1.336",4,brenda
"1.1.1.337",4,brenda
"1.1.1.34",4,cofactor_db_2010
"1.1.1.34",6,cofactor_db_2010
"1.1.1.340",4,brenda
"1.1.1.342",4,brenda
"1.1.1.343",4,brenda
"1.1.1.344",4,brenda
"1.1.1.345",4,brenda
"1.1.1.346",4,brenda
"1.1.1.347",4,brenda
"1.1.1.348",4,brenda
"1.1.1.35",4,cofactor_db_2010
"1.1.1.350",4,brenda
"1.1.1.351",4,brenda
"1.1.1.352",4,brenda
"1.1.1.354",4,brenda
"1.1.1.356",4,brenda
"1.1.1.357",4,brenda
"1.1.1.359",4,brenda
"1.1.1.36",4,cofactor_db_2010
"1.1.1.360",4,brenda
"1.1.1.361",4,brenda
"1.1.1.363",4,brenda
"1.1.1.364",4,brenda
"1.1.1.365",4,brenda
"1.1.1.366",4,brenda
"1.1.1.367",4,brenda
"1.1.1.368",4,brenda
"1.1.1.369",4,brenda
"1.1.1.37",4,cofactor_db_2010
"1.1.1.370",4,brenda
"1.1.1.371",4,brenda
"1.1.1.373",4,brenda
"1.1.1.375",4,brenda
"1.1.1.376",4,brenda
"1.1.1.377",4,brenda
"1.1.1.378",4,brenda
"1.1.1.379",4,brenda
"1.1.1.38",4,cofactor_db_2010
"1.1.1.380",4,brenda
"1.1.1.381",4,brenda
"1.1.1.382",4,brenda
"1.1.1.383",4,brenda
"1.1.1.384",4,brenda
"1.1.1.386",4,brenda
"1.1.1.387",4,brenda
"1.1.1.388",4,brenda
"1.1.1.389",4,brenda
"1.1.1.39",4,cofactor_db_2010
"1.1.1.390",4,brenda
"1.1.1.391",4,brenda
"1.1.1.394",4,brenda
"1.1.1.395",4,brenda
"1.1.1.396",4,brenda
"1.1.1.398",4,brenda
"1.1.1.399",4,brenda
"1.1.1.4",4,cofactor_db_2010
"1.1.1.40",4,cofactor_db_2010
"1.1.1.400",4,brenda
"1.1.1.401",4,brenda
"1.1.1.402",4,brenda
"1.1.1.403",4,brenda
"1.1.1.404",3,brenda
"1.1.1.404",4,brenda
"1.1.1.406",4,brenda
"1.1.1.41",4,cofactor_db_2010
"1.1.1.410",4,brenda
"1.1.1.411",4,brenda
"1.1.1.412",4,brenda
"1.1.1.414",4,brenda
"1.1.1.415",4,brenda
"1.1.1.416",4,brenda
"1.1.1.417",4,brenda
"1.1.1.418",4,brenda
"1.1.1.419",4,brenda
"1.1.1.42",4,cofactor_db_2010
"1.1.1.422",4,brenda
"1.1.1.43",4,cofactor_db_2010
"1.1.1.44",4,cofactor_db_2010
"1.1.1.45",4,cofactor_db_2010
"1.1.1.46",4,cofactor_db_2010
"1.1.1.47",2,brenda
"1.1.1.47",4,cofactor_db_2010
"1.1.1.48",4,cofactor_db_2010
"1.1.1.49",4,cofactor_db_2010
"1.1.1.5",4,cofactor_db_2010
"1.1.1.5",28,cofactor_db_2010
"1.1.1.50",4,cofactor_db_2010
"1.1.1.51",4,cofactor_db_2010
"1.1.1.52",4,cofactor_db_2010
"1.1.1.53",4,cofactor_db_2010
"1.1.1.54",4,cofactor_db_2010
"1.1.1.55",4,cofactor_db_2010
"1.1.1.56",4,cofactor_db_2010
"1.1.1.57",4,cofactor_db_2010
"1.1.1.58",4,cofactor_db_2010
"1.1.1.59",4,cofactor_db_2010
"1.1.1.6",4,cofactor_db_2010
"1.1.1.60",4,cofactor_db_2010
"1.1.1.61",4,cofactor_db_2010
"1.1.1.62",4,cofactor_db_2010
"1.1.1.63",4,cofactor_db_2010
"1.1.1.64",4,cofactor_db_2010
"1.1.1.65",4,cofactor_db_2010
"1.1.1.66",4,cofactor_db_2010
"1.1.1.67",4,cofactor_db_2010
"1.1.1.69",4,cofactor_db_2010
"1.1.1.7",4,cofactor_db_2010
"1.1.1.71",4,cofactor_db_2010
"1.1.1.72",4,cofactor_db_2010
"1.1.1.73",4,cofactor_db_2010
"1.1.1.75",4,cofactor_db_2010
"1.1.1.76",4,cofactor_db_2010
"1.1.1.77",4,cofactor_db_2010
"1.1.1.78",4,cofactor_db_2010
"1.1.1.79",4,cofactor_db_2010
"1.1.1.8",4,cofactor_db_2010
"1.1.1.80",4,cofactor_db_2010
"1.1.1.81",4,cofactor_db_2010
"1.1.1.82",4,cofactor_db_2010
"1.1.1.83",4,cofactor_db_2010
"1.1.1.84",4,cofactor_db_2010
"1.1.1.85",4,cofactor_db_2010
"1.1.1.86",4,cofactor_db_2010
"1.1.1.87",4,cofactor_db_2010
"1.1.1.88",4,cofactor_db_2010
"1.1.1.88",6,cofactor_db_2010
"1.1.1.9",4,cofactor_db_2010
"1.1.1.90",4,cofactor_db_2010
"1.1.1.91",4,cofactor_db_2010
"1.1.1.92",4,cofactor_db_2010
"1.1.1.93",4,cofactor_db_2010
"1.1.1.94",2,brenda
"1.1.1.94",4,cofactor_db_2010
"1.1.1.95",4,cofactor_db_2010
"1.1.1.96",4,cofactor_db_2010
"1.1.1.97",4,cofactor_db_2010
"1.1.1.98",4,cofactor_db_2010
"1.1.1.99",4,cofactor_db_2010
"1.1.1.B18",4,brenda
"1.1.1.B19",4,brenda
"1.1.1.B20",4,brenda
"1.1.1.B25",4,brenda
"1.1.1.B28",4,brenda
"1.1.1.B3",4,brenda
"1.1.1.B35",4,brenda
"1.1.1.B38",4,brenda
"1.1.1.B4",4,brenda
"1.1.1.B40",4,brenda
"1.1.1.B47",4,brenda
"1.1.1.B52",4,brenda
"1.1.1.B58",2,brenda
"1.1.1.B58",4,brenda
"1.1.1.B60",4,brenda
"1.1.1.B61",4,brenda
"1.1.1.B64",4,brenda
"1.1.1.B65",4,brenda
"1.1.2.2",22,brenda
"1.1.2.3",2,brenda
"1.1.2.3",2,cofactor_db_2010
"1.1.2.3",3,cofactor_db_2010
"1.1.2.3",22,brenda
"1.1.2.3",22,cofactor_db_2010
"1.1.2.4",2,brenda
"1.1.2.4",2,cofactor_db_2010
"1.1.2.4",3,brenda
"1.1.2.4",22,brenda
"1.1.2.6",22,brenda
"1.1.2.7",22,brenda
"1.1.2.7",25,cofactor_db_2010
"1.1.2.8",22,brenda
"1.1.2.9",22,brenda
"1.1.2.B5",22,brenda
"1.1.3.10",2,cofactor_db_2010
"1.1.3.12",2,cofactor_db_2010
"1.1.3.13",2,cofactor_db_2010
"1.1.3.15",2,brenda
"1.1.3.15",2,cofactor_db_2010
"1.1.3.15",3,cofactor_db_2010
"1.1.3.16",4,brenda
"1.1.3.17",2,cofactor_db_2010
"1.1.3.19",2,cofactor_db_2010
"1.1.3.2",3,brenda
"1.1.3.20",2,brenda
"1.1.3.21",2,cofactor_db_2010
"1.1.3.23",2,cofactor_db_2010
"1.1.3.28",2,brenda
"1.1.3.3",2,cofactor_db_2010
"1.1.3.37",2,cofactor_db_2010
"1.1.3.38",2,cofactor_db_2010
"1.1.3.39",2,cofactor_db_2010
"1.1.3.39",22,cofactor_db_2010
"1.1.3.4",2,cofactor_db_2010
"1.1.3.41",2,cofactor_db_2010
"1.1.3.42",2,brenda
"1.1.3.43",2,brenda
"1.1.3.44",2,brenda
"1.1.3.45",2,brenda
"1.1.3.46",3,brenda
"1.1.3.47",2,brenda
"1.1.3.49",2,brenda
"1.1.3.5",2,brenda
"1.1.3.6",2,brenda
"1.1.3.6",2,cofactor_db_2010
"1.1.3.6",3,brenda
"1.1.3.7",2,brenda
"1.1.3.8",2,cofactor_db_2010
"1.1.3.9",2,brenda
"1.1.3.B4",22,brenda
"1.1.5.10",2,brenda
"1.1.5.11",22,brenda
"1.1.5.12",2,brenda
"1.1.5.13",2,brenda
"1.1.5.13",4,brenda
"1.1.5.2",25,cofactor_db_2010
"1.1.5.3",2,brenda
"1.1.5.3",3,brenda
"1.1.5.3",14,brenda
"1.1.5.4",2,cofactor_db_2010
"1.1.5.4",13,brenda
"1.1.5.4",14,brenda
"1.1.5.5",14,brenda
"1.1.5.5",14,cofactor_db_2010
"1.1.5.5",22,brenda
"1.1.5.6",13,brenda
"1.1.5.6",15,brenda
"1.1.5.6",22,cofactor_db_2010
"1.1.5.9",2,brenda
"1.1.9.1",22,brenda
"1.1.98.1",22,cofactor_db_2010
"1.1.98.3",2,brenda
"1.1.98.4",2,brenda
"1.1.98.6",18,brenda
"1.1.99.1",2,brenda
"1.1.99.1",14,brenda
"1.1.99.1",25,cofactor_db_2010
"1.1.99.10",2,cofactor_db_2010
"1.1.99.11",2,brenda
"1.1.99.11",22,brenda
"1.1.99.12",22,brenda
"1.1.99.13",2,cofactor_db_2010
"1.1.99.14",4,brenda
"1.1.99.14",22,brenda
"1.1.99.16",2,cofactor_db_2010
"1.1.99.18",2,brenda
"1.1.99.18",2,cofactor_db_2010
"1.1.99.18",3,brenda
"1.1.99.18",22,brenda
"1.1.99.18",22,cofactor_db_2010
"1.1.99.2",2,brenda
"1.1.99.2",2,cofactor_db_2010
"1.1.99.2",4,brenda
"1.1.99.20",2,brenda
"1.1.99.20",14,brenda
"1.1.99.20",22,brenda
"1.1.99.20",25,cofactor_db_2010
"1.1.99.21",2,brenda
"1.1.99.21",2,cofactor_db_2010
"1.1.99.21",4,brenda
"1.1.99.21",22,brenda
"1.1.99.22",14,brenda
"1.1.99.22",25,cofactor_db_2010
"1.1.99.23",25,cofactor_db_2010
"1.1.99.24",4,brenda
"1.1.99.27",2,cofactor_db_2010
"1.1.99.27",3,cofactor_db_2010
"1.1.99.28",4,brenda
"1.1.99.29",2,cofactor_db_2010
"1.1.99.3",2,cofactor_db_2010
"1.1.99.3",22,brenda
"1.1.99.31",3,brenda
"1.1.99.33",15,brenda
"1.1.99.36",4,brenda
"1.1.99.37",2,brenda
"1.1.99.37",4,brenda
"1.1.99.39",2,brenda
"1.1.99.4",2,cofactor_db_2010
"1.1.99.4",22,brenda
"1.1.99.40",2,brenda
"1.1.99.42",2,brenda
"1.1.99.42",4,brenda
"1.1.99.6",2,cofactor_db_2010
"1.1.99.6",14,brenda
"1.1.99.6",22,brenda
"1.1.99.7",4,brenda
"1.1.99.8",25,cofactor_db_2010
"1.1.99.9",2,cofactor_db_2010
"1.1.99.B1",2,brenda
"1.1.99.B3",2,brenda
"1.1.99.B7",22,brenda
"1.1.99.B9",3,brenda
"1.10.1.1",4,cofactor_db_2010
"1.10.2.2",14,brenda
"1.10.2.2",22,cofactor_db_2010
"1.10.3.1",22,brenda
"1.10.3.10",14,brenda
"1.10.3.10",22,brenda
"1.10.3.11",22,brenda
"1.10.3.12",22,brenda
"1.10.3.13",22,brenda
"1.10.3.14",22,brenda
"1.10.3.16",3,brenda
"1.10.3.3",22,brenda
"1.10.3.4",2,cofactor_db_2010
"1.10.3.9",22,brenda
"1.10.5.1",2,brenda
"1.10.5.1",3,brenda
"1.10.5.1",4,brenda
"1.10.9.1",22,brenda
"1.10.99.2",2,cofactor_db_2010
"1.10.99.3",12,cofactor_db_2010
"1.11.1.1",2,cofactor_db_2010
"1.11.1.1",4,cofactor_db_2010
"1.11.1.10",22,cofactor_db_2010
"1.11.1.11",12,cofactor_db_2010
"1.11.1.11",22,brenda
"1.11.1.12",8,cofactor_db_2010
"1.11.1.13",22,cofactor_db_2010
"1.11.1.14",22,cofactor_db_2010
"1.11.1.16",22,cofactor_db_2010
"1.11.1.17",2,brenda
"1.11.1.17",8,cofactor_db_2010
"1.11.1.19",22,brenda
"1.11.1.2",4,cofactor_db_2010
"1.11.1.21",22,brenda
"1.11.1.23",2,brenda
"1.11.1.23",3,brenda
"1.11.1.23",4,brenda
"1.11.1.5",22,cofactor_db_2010
"1.11.1.6",22,cofactor_db_2010
"1.11.1.7",22,cofactor_db_2010
"1.11.1.8",22,cofactor_db_2010
"1.11.1.9",8,cofactor_db_2010
"1.11.1.B2",22,brenda
"1.11.1.B7",22,brenda
"1.11.2.1",4,brenda
"1.11.2.1",22,brenda
"1.11.2.2",22,cofactor_db_2010
"1.11.2.3",22,brenda
"1.11.2.4",22,cofactor_db_2010
"1.11.2.5",22,brenda
"1.12.1.2",2,brenda
"1.12.1.2",2,cofactor_db_2010
"1.12.1.2",3,brenda
"1.12.1.2",4,cofactor_db_2010
"1.12.1.3",2,brenda
"1.12.1.3",4,cofactor_db_2010
"1.12.1.4",2,brenda
"1.12.1.4",3,brenda
"1.12.1.4",4,brenda
"1.12.1.5",2,brenda
"1.12.2.1",4,brenda
"1.12.2.1",22,brenda
"1.12.5.1",22,brenda
"1.12.7.2",2,brenda
"1.12.7.2",4,brenda
"1.12.98.1",2,cofactor_db_2010
"1.12.98.3",22,brenda
"1.12.98.4",2,brenda
"1.12.98.4",4,brenda
"1.12.98.4",15,brenda
"1.12.99.6",2,brenda
"1.12.99.6",3,brenda
"1.12.99.6",4,brenda
"1.12.99.6",22,brenda
"1.13.11.11",22,cofactor_db_2010
"1.13.11.17",2,brenda
"1.13.11.18",8,cofactor_db_2010
"1.13.11.20",2,brenda
"1.13.11.20",4,cofactor_db_2010
"1.13.11.26",22,brenda
"1.13.11.29",4,brenda
"1.13.11.30",4,brenda
"1.13.11.32",2,cofactor_db_2010
"1.13.11.32",3,brenda
"1.13.11.44",22,cofactor_db_2010
"1.13.11.49",22,cofactor_db_2010
"1.13.11.5",12,brenda
"1.13.11.50",22,brenda
"1.13.11.52",3,brenda
"1.13.11.52",10,brenda
"1.13.11.52",22,brenda
"1.13.11.52",22,cofactor_db_2010
"1.13.11.60",22,brenda
"1.13.11.79",4,brenda
"1.13.11.85",22,brenda
"1.13.11.87",22,brenda
"1.13.11.9",22,brenda
"1.13.12.1",2,cofactor_db_2010
"1.13.12.14",4,cofactor_db_2010
"1.13.12.16",2,brenda
"1.13.12.16",2,cofactor_db_2010
"1.13.12.16",3,cofactor_db_2010
"1.13.12.16",22,brenda
"1.13.12.17",4,cofactor_db_2010
"1.13.12.17",22,brenda
"1.13.12.2",2,cofactor_db_2010
"1.13.12.3",2,brenda
"1.13.12.4",2,cofactor_db_2010
"1.13.12.4",3,cofactor_db_2010
"1.13.12.7",11,brenda
"1.13.12.9",2,brenda
"1.13.99.1",2,brenda
"1.13.99.3",22,cofactor_db_2010
"1.13.99.B1",22,brenda
"1.14.11.1",12,cofactor_db_2010
"1.14.11.10",12,cofactor_db_2010
"1.14.11.11",12,cofactor_db_2010
"1.14.11.13",12,brenda
"1.14.11.14",12,cofactor_db_2010
"1.14.11.15",12,cofactor_db_2010
"1.14.11.17",12,cofactor_db_2010
"1.14.11.18",12,cofactor_db_2010
"1.14.11.19",12,cofactor_db_2010
"1.14.11.2",12,cofactor_db_2010
"1.14.11.20",12,cofactor_db_2010
"1.14.11.22",12,cofactor_db_2010
"1.14.11.23",12,brenda
"1.14.11.3",12,cofactor_db_2010
"1.14.11.4",12,cofactor_db_2010
"1.14.11.6",12,cofactor_db_2010
"1.14.11.65",2,brenda
"1.14.11.66",2,brenda
"1.14.11.67",2,brenda
"1.14.11.7",12,cofactor_db_2010
"1.14.11.8",12,cofactor_db_2010
"1.14.11.9",12,brenda
"1.14.11.9",12,cofactor_db_2010
"1.14.11.9",22,brenda
"1.14.11.B1",2,brenda
"1.14.11.B2",2,brenda
"1.14.12.1",4,cofactor_db_2010
"1.14.12.10",2,brenda
"1.14.12.10",2,cofactor_db_2010
"1.14.12.10",4,cofactor_db_2010
"1.14.12.11",2,brenda
"1.14.12.11",4,cofactor_db_2010
"1.14.12.12",2,brenda
"1.14.12.12",2,cofactor_db_2010
"1.14.12.12",3,brenda
"1.14.12.12",4,cofactor_db_2010
"1.14.12.13",2,brenda
"1.14.12.13",3,brenda
"1.14.12.13",4,cofactor_db_2010
"1.14.12.14",2,brenda
"1.14.12.14",4,cofactor_db_2010
"1.14.12.15",2,brenda
"1.14.12.15",4,cofactor_db_2010
"1.14.12.16",4,cofactor_db_2010
"1.14.12.17",2,brenda
"1.14.12.17",2,cofactor_db_2010
"1.14.12.17",4,cofactor_db_2010
"1.14.12.17",22,brenda
"1.14.12.17",22,cofactor_db_2010
"1.14.12.18",2,brenda
"1.14.12.18",4,cofactor_db_2010
"1.14.12.19",4,cofactor_db_2010
"1.14.12.20",4,cofactor_db_2010
"1.14.12.21",2,cofactor_db_2010
"1.14.12.21",4,cofactor_db_2010
"1.14.12.22",2,brenda
"1.14.12.22",4,brenda
"1.14.12.23",4,brenda
"1.14.12.24",2,brenda
"1.14.12.24",4,brenda
"1.14.12.25",4,brenda
"1.14.12.26",4,brenda
"1.14.12.3",2,brenda
"1.14.12.3",2,cofactor_db_2010
"1.14.12.3",4,cofactor_db_2010
"1.14.12.4",2,cofactor_db_2010
"1.14.12.4",4,cofactor_db_2010
"1.14.12.5",2,cofactor_db_2010
"1.14.12.5",4,cofactor_db_2010
"1.14.12.7",2,cofactor_db_2010
"1.14.12.7",3,brenda
"1.14.12.7",3,cofactor_db_2010
"1.14.12.7",4,cofactor_db_2010
"1.14.12.8",2,cofactor_db_2010
"1.14.12.8",3,brenda
"1.14.12.8",3,cofactor_db_2010
"1.14.12.8",4,cofactor_db_2010
"1.14.12.9",3,brenda
"1.14.12.9",4,cofactor_db_2010
"1.14.13.1",2,brenda
"1.14.13.1",2,cofactor_db_2010
"1.14.13.1",4,cofactor_db_2010
"1.14.13.1",22,cofactor_db_2010
"1.14.13.10",2,brenda
"1.14.13.10",2,cofactor_db_2010
"1.14.13.10",4,cofactor_db_2010
"1.14.13.100",4,cofactor_db_2010
"1.14.13.100",22,cofactor_db_2010
"1.14.13.101",2,brenda
