time;DLRA.heatDemand.heat_flow;DLRA.heatDemand.temp_in;DLRA.heatDemand.temp_out;DLRA.coolDemand.heat_flow;DLRA.coolDemand.temp_in;DLRA.coolDemand.temp_out;HYDRAULIC.coolDemand.heat_flow;HYDRAULIC.coolDemand.temp_in;HYDRAULIC.coolDemand.temp_out;COMPRESSEDAIR.coolDemand.heat_flow;COMPRESSEDAIR.coolDemand.temp_in;COMPRESSEDAIR.coolDemand.temp_out;HALL.coolDemand.heat_flow;HALL.coolDemand.temp_in;HALL.coolDemand.temp_out;OFFICE.coolDemand.heat_flow;OFFICE.coolDemand.temp_in;OFFICE.coolDemand.temp_out
23400;17,48872422;343,15;333,15;8,744362111;308,15;313,15;0;293,15;298,15;0,020192568;333,15;338,15;2,34894;288,15;293,15;4,088968298;288,15;293,15
24300;17,8234808;343,15;333,15;8,911740398;308,15;313,15;0;293,15;298,15;0,307963072;333,15;338,15;2,50709;288,15;293,15;4,085254203;288,15;293,15
25200;17,30237386;343,15;333,15;8,651186932;308,15;313,15;0;293,15;298,15;0,087320382;333,15;338,15;2,55312;288,15;293,15;4,062357902;288,15;293,15
26100;16,44980891;343,15;333,15;8,224904452;308,15;313,15;0;293,15;298,15;0,017981825;333,15;338,15;2,23247;288,15;293,15;4,063317447;288,15;293,15
27000;16,10970631;343,15;333,15;8,054853153;308,15;313,15;0;293,15;298,15;0,028022436;333,15;338,15;2,62623;288,15;293,15;4,011620061;288,15;293,15
27900;16,90988905;343,15;333,15;8,454944526;308,15;313,15;0;293,15;298,15;0,04374011;333,15;338,15;2,46752;288,15;293,15;4,036912693;288,15;293,15
28800;10,86718853;343,15;333,15;5,433594267;308,15;313,15;0;293,15;298,15;0,022087768;333,15;338,15;2,59821;288,15;293,15;3,976127884;288,15;293,15
29700;13,38422996;343,15;333,15;6,692114978;308,15;313,15;0;293,15;298,15;0,261108912;333,15;338,15;2,82004;288,15;293,15;3,929171353;288,15;293,15
30600;12,65094927;343,15;333,15;6,325474633;308,15;313,15;0;293,15;298,15;0,137424764;333,15;338,15;3,10239;288,15;293,15;3,943546722;288,15;293,15
31500;8,222404692;343,15;333,15;4,111202346;308,15;313,15;0;293,15;298,15;0,031434442;333,15;338,15;2,7976;288,15;293,15;4,013658158;288,15;293,15
32400;14,17152582;343,15;333,15;7,085762909;308,15;313,15;0;293,15;298,15;0,05134548;333,15;338,15;2,77117;288,15;293,15;3,999697913;288,15;293,15
33300;16,18316654;343,15;333,15;8,091583268;308,15;313,15;0;293,15;298,15;0,031872969;333,15;338,15;2,5333;288,15;293,15;3,93699793;288,15;293,15
34200;16,11558841;343,15;333,15;8,057794205;308,15;313,15;0;293,15;298,15;0,043408919;333,15;338,15;2,18497;288,15;293,15;3,968545808;288,15;293,15
35100;16,20495213;343,15;333,15;8,102476067;308,15;313,15;0;293,15;298,15;0,325494859;333,15;338,15;2,13469;288,15;293,15;4,006977389;288,15;293,15
36000;13,02467282;343,15;333,15;6,512336408;308,15;313,15;0;293,15;298,15;0,070428473;333,15;338,15;1,74112;288,15;293,15;4,106531405;288,15;293,15
36900;9,289878236;343,15;333,15;4,644939118;308,15;313,15;0;293,15;298,15;0,058370453;333,15;338,15;1,98541;288,15;293,15;4,094848582;288,15;293,15
37800;15,01849935;343,15;333,15;7,509249677;308,15;313,15;0;293,15;298,15;0,033990083;333,15;338,15;1,71128;288,15;293,15;4,100977013;288,15;293,15
38700;16,01068195;343,15;333,15;8,005340974;308,15;313,15;0;293,15;298,15;0,02408306;333,15;338,15;1,62826;288,15;293,15;4,130321333;288,15;293,15
39600;15,96930189;343,15;333,15;7,984650946;308,15;313,15;0;293,15;298,15;0,249019341;333,15;338,15;2,13976;288,15;293,15;4,093062637;288,15;293,15
40500;15,98887599;343,15;333,15;7,994437997;308,15;313,15;0;293,15;298,15;0,132476296;333,15;338,15;2,17534;288,15;293,15;4,107055182;288,15;293,15
41400;12,92473228;343,15;333,15;6,462366141;308,15;313,15;0;293,15;298,15;0,071413642;333,15;338,15;1,90807;288,15;293,15;4,156523042;288,15;293,15
42300;8,712284173;343,15;333,15;4,356142086;308,15;313,15;0;293,15;298,15;0,021051776;333,15;338,15;1,51369;288,15;293,15;4,049866782;288,15;293,15
43200;14,66889948;343,15;333,15;7,334449742;308,15;313,15;0;293,15;298,15;0,029378367;333,15;338,15;1,19954;288,15;293,15;4,021612604;288,15;293,15
44100;16,16428306;343,15;333,15;8,082141532;308,15;313,15;0;293,15;298,15;0,103801047;333,15;338,15;1,32681;288,15;293,15;3,806723748;288,15;293,15
45000;16,07600079;343,15;333,15;8,038000393;308,15;313,15;0;293,15;298,15;0,212123546;333,15;338,15;1,49621;288,15;293,15;3,833393608;288,15;293,15
45900;15,89677251;343,15;333,15;7,948386256;308,15;313,15;0;293,15;298,15;0,122885334;333,15;338,15;1,55408;288,15;293,15;3,830485185;288,15;293,15
46800;13,47271814;343,15;333,15;6,736359072;308,15;313,15;0;293,15;298,15;0,071490843;333,15;338,15;1,82305;288,15;293,15;3,815546009;288,15;293,15
47700;8,547661082;343,15;333,15;4,273830541;308,15;313,15;0;293,15;298,15;0,052289135;333,15;338,15;1,02277;288,15;293,15;3,825723577;288,15;293,15
48600;13,98947561;343,15;333,15;6,994737805;308,15;313,15;0;293,15;298,15;0,033739588;333,15;338,15;1,47387;288,15;293,15;3,864488837;288,15;293,15
49500;16,21679001;343,15;333,15;8,108395004;308,15;313,15;0;293,15;298,15;0,226438086;333,15;338,15;1,91053;288,15;293,15;3,85009283;288,15;293,15
50400;16,09337904;343,15;333,15;8,046689521;308,15;313,15;0;293,15;298,15;0,142080967;333,15;338,15;1,51121;288,15;293,15;3,885458239;288,15;293,15
51300;15,95930938;343,15;333,15;7,979654688;308,15;313,15;0;293,15;298,15;0,127922259;333,15;338,15;0,94812;288,15;293,15;3,91687159;288,15;293,15
52200;14,12205981;343,15;333,15;7,061029906;308,15;313,15;0,281661108;293,15;298,15;0,020237571;333,15;338,15;0,4264;288,15;293,15;3,832546589;288,15;293,15
53100;4,890212416;343,15;333,15;2,445106208;308,15;313,15;2,672405349;293,15;298,15;1,876145259;333,15;338,15;0,259;288,15;293,15;3,715567978;288,15;293,15
54000;0,907460897;343,15;333,15;0,453730449;308,15;313,15;2,07817539;293,15;298,15;1,301864352;333,15;338,15;0,66413;288,15;293,15;3,742949179;288,15;293,15
54900;0,076118334;343,15;333,15;0,038059167;308,15;313,15;1,256780187;293,15;298,15;4,53730656;333,15;338,15;0,28241;288,15;293,15;3,674421946;288,15;293,15
55800;0;343,15;333,15;0;308,15;313,15;0,380229576;293,15;298,15;6,409881369;333,15;338,15;0,29527;288,15;293,15;3,754422516;288,15;293,15
56700;0;343,15;333,15;0;308,15;313,15;1,213806808;293,15;298,15;6,553971566;333,15;338,15;0;288,15;293,15;3,700839702;288,15;293,15
57600;0;343,15;333,15;0;308,15;313,15;0,265651186;293,15;298,15;6,650536521;333,15;338,15;0;288,15;293,15;3,796929039;288,15;293,15
58500;0;343,15;333,15;0;308,15;313,15;1,981171689;293,15;298,15;6,425526235;333,15;338,15;0;288,15;293,15;3,342955422;288,15;293,15
59400;0;343,15;333,15;0;308,15;313,15;2,068308132;293,15;298,15;6,555226273;333,15;338,15;0;288,15;293,15;3,045868879;288,15;293,15
60300;0;343,15;333,15;0;308,15;313,15;1,754898732;293,15;298,15;6,739616322;333,15;338,15;0,02247;288,15;293,15;3,117233292;288,15;293,15
61200;0;343,15;333,15;0;308,15;313,15;1,733004677;293,15;298,15;6,622521162;333,15;338,15;0,17289;288,15;293,15;3,14490025;288,15;293,15
62100;0;343,15;333,15;0;308,15;313,15;1,66740013;293,15;298,15;6,689188398;333,15;338,15;0;288,15;293,15;3,171156277;288,15;293,15
63000;0;343,15;333,15;0;308,15;313,15;1,638406371;293,15;298,15;6,681294566;333,15;338,15;1,13686;288,15;293,15;3,201624322;288,15;293,15
63900;0;343,15;333,15;0;308,15;313,15;1,619318585;293,15;298,15;6,395101746;333,15;338,15;0,9328;288,15;293,15;3,194596982;288,15;293,15
64800;0;343,15;333,15;0;308,15;313,15;1,573745865;293,15;298,15;6,625030417;333,15;338,15;0,99937;288,15;293,15;3,218146322;288,15;293,15
65700;0;343,15;333,15;0;308,15;313,15;1,633854251;293,15;298,15;6,320773474;333,15;338,15;0,62555;288,15;293,15;3,233455345;288,15;293,15
66600;0;343,15;333,15;0;308,15;313,15;1,545191794;293,15;298,15;6,697889373;333,15;338,15;0;288,15;293,15;3,243811443;288,15;293,15
67500;0;343,15;333,15;0;308,15;313,15;1,529802612;293,15;298,15;2,726726767;333,15;338,15;0;288,15;293,15;3,265131315;288,15;293,15
68400;0;343,15;333,15;0;308,15;313,15;1,435553453;293,15;298,15;0,610864924;333,15;338,15;0;288,15;293,15;3,285386894;288,15;293,15
69300;0;343,15;333,15;0;308,15;313,15;1,402046384;293,15;298,15;3,51122876;333,15;338,15;0;288,15;293,15;3,311487736;288,15;293,15
70200;0;343,15;333,15;0;308,15;313,15;1,368371214;293,15;298,15;3,041234593;333,15;338,15;0;288,15;293,15;3,335319002;288,15;293,15
71100;0;343,15;333,15;0;308,15;313,15;1,413801661;293,15;298,15;2,911814202;333,15;338,15;0,04723;288,15;293,15;3,333721868;288,15;293,15
72000;0;343,15;333,15;0;308,15;313,15;1,433367938;293,15;298,15;2,884785187;333,15;338,15;0,13887;288,15;293,15;3,411099794;288,15;293,15
72900;0;343,15;333,15;0;308,15;313,15;1,482910803;293,15;298,15;2,983600291;333,15;338,15;0,20207;288,15;293,15;3,663494174;288,15;293,15
73800;0;343,15;333,15;0;308,15;313,15;1,414900896;293,15;298,15;2,989403306;333,15;338,15;0,12463;288,15;293,15;3,717886509;288,15;293,15
74700;0;343,15;333,15;0;308,15;313,15;0,053707009;293,15;298,15;0,559648254;333,15;338,15;0,24845;288,15;293,15;4,41921525;288,15;293,15
75600;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;2,211974895;288,15;293,15
76500;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0,252890949;333,15;338,15;0;288,15;293,15;1,942930335;288,15;293,15
77400;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,874877709;288,15;293,15
78300;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0,158680996;333,15;338,15;0;288,15;293,15;1,860327827;288,15;293,15
79200;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0,283774355;333,15;338,15;0;288,15;293,15;1,840908968;288,15;293,15
80100;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,845955051;288,15;293,15
81000;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,852602155;288,15;293,15
81900;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0,60466;288,15;293,15;1,843641495;288,15;293,15
82800;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,852439213;288,15;293,15
83700;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,851545595;288,15;293,15
84600;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,858614311;288,15;293,15
85500;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,844056601;288,15;293,15
86400;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,859184559;288,15;293,15
87300;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,874690154;288,15;293,15
88200;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,864080693;288,15;293,15
89100;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,855081227;288,15;293,15
90000;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,878595658;288,15;293,15
90900;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,874392752;288,15;293,15
91800;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,859747109;288,15;293,15
92700;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,870678628;288,15;293,15
93600;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,867684849;288,15;293,15
94500;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,868070228;288,15;293,15
95400;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,863214238;288,15;293,15
96300;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,844038501;288,15;293,15
97200;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,861293787;288,15;293,15
98100;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,845653722;288,15;293,15
99000;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,853153037;288,15;293,15
99900;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,845943417;288,15;293,15
100800;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,857637893;288,15;293,15
101700;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,852706856;288,15;293,15
102600;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,849751915;288,15;293,15
103500;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,839949403;288,15;293,15
104400;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,834246339;288,15;293,15
105300;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,850644206;288,15;293,15
106200;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,83821649;288,15;293,15
107100;0;343,15;333,15;0;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,832644041;288,15;293,15
108000;14,05234922;343,15;333,15;7,026174609;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;1,877152431;288,15;293,15
108900;41,92874171;343,15;333,15;20,96437085;308,15;313,15;0;293,15;298,15;0,031336026;333,15;338,15;0;288,15;293,15;3,90884596;288,15;293,15
109800;31,50051214;343,15;333,15;15,75025607;308,15;313,15;0;293,15;298,15;0,093805441;333,15;338,15;0;288,15;293,15;4,924790446;288,15;293,15
110700;30,92629119;343,15;333,15;15,4631456;308,15;313,15;0;293,15;298,15;0,036712161;333,15;338,15;0;288,15;293,15;4,955118868;288,15;293,15
111600;27,4478938;343,15;333,15;13,7239469;308,15;313,15;0;293,15;298,15;0,029586833;333,15;338,15;0;288,15;293,15;4,911147075;288,15;293,15
112500;24,77156533;343,15;333,15;12,38578267;308,15;313,15;0;293,15;298,15;0,261986871;333,15;338,15;0;288,15;293,15;4,419912183;288,15;293,15
113400;33,46738338;343,15;333,15;16,73369169;308,15;313,15;0;293,15;298,15;0;333,15;338,15;0;288,15;293,15;2,956510662;288,15;293,15
114300;32,49579277;343,15;333,15;16,24789639;308,15;313,15;0;293,15;298,15;0,087036647;333,15;338,15;0;288,15;293,15;4,82329544;288,15;293,15
115200;32,29028986;343,15;333,15;16,14514493;308,15;313,15;0;293,15;298,15;0,041561698;333,15;338,15;0;288,15;293,15;4,918938653;288,15;293,15
116100;28,63725262;343,15;333,15;14,31862631;308,15;313,15;0;293,15;298,15;0,038943207;333,15;338,15;0;288,15;293,15;4,964608447;288,15;293,15
117000;25,63319041;343,15;333,15;12,81659521;308,15;313,15;0;293,15;298,15;0,246524992;333,15;338,15;0;288,15;293,15;4,846831846;288,15;293,15
117900;23,41266513;343,15;333,15;11,70633257;308,15;313,15;0;293,15;298,15;0,137889804;333,15;338,15;0;288,15;293,15;4,54955136;288,15;293,15
118800;16,6373264;343,15;333,15;8,318663202;308,15;313,15;0;293,15;298,15;0,032616177;333,15;338,15;0;288,15;293,15;1,850004058;288,15;293,15
119700;20,36762935;343,15;333,15;10,18381467;308,15;313,15;0;293,15;298,15;0,00995707;333,15;338,15;3,22386;288,15;293,15;3,385671428;288,15;293,15
120600;17,68636013;343,15;333,15;8,843180063;308,15;313,15;0;293,15;298,15;0,021483191;333,15;338,15;5,36332;288,15;293,15;1,819449396;288,15;293,15
121500;15,28392315;343,15;333,15;7,641961575;308,15;313,15;0;293,15;298,15;0,231984144;333,15;338,15;5,49464;288,15;293,15;1,562641157;288,15;293,15
122400;15,9302625;343,15;333,15;7,965131251;308,15;313,15;0;293,15;298,15;0,089055351;333,15;338,15;4,90936;288,15;293,15;2,109467188;288,15;293,15
123300;12,76501662;343,15;333,15;6,38250831;308,15;313,15;0;293,15;298,15;0,097632954;333,15;338,15;4,3927;288,15;293,15;2,975356609;288,15;293,15
124200;13,61246608;343,15;333,15;6,806233041;308,15;313,15;0;293,15;298,15;0,018449449;333,15;338,15;3,586;288,15;293,15;3,071407213;288,15;293,15
125100;14,60195304;343,15;333,15;7,30097652;308,15;313,15;0;293,15;298,15;0,029400481;333,15;338,15;0;288,15;293,15;4,091263604;288,15;293,15
126000;10,28233685;343,15;333,15;5,141168425;308,15;313,15;0;293,15;298,15;0,024594397;333,15;338,15;0;288,15;293,15;4,222651052;288,15;293,15
126900;9,643349043;343,15;333,15;4,821674522;308,15;313,15;0;293,15;298,15;0,234228383;333,15;338,15;0;288,15;293,15;4,177136543;288,15;293,15
127800;10,64542709;343,15;333,15;5,322713545;308,15;313,15;0;293,15;298,15;0,096923629;333,15;338,15;0;288,15;293,15;4,091395455;288,15;293,15
128700;8,09762685;343,15;333,15;4,048813425;308,15;313,15;0;293,15;298,15;0,102422875;333,15;338,15;0;288,15;293,15;4,095951406;288,15;293,15
129600;7,316429763;343,15;333,15;3,658214882;308,15;313,15;0;293,15;298,15;0,056294074;333,15;338,15;2,02717;288,15;293,15;3,091476533;288,15;293,15
130500;6,640959051;343,15;333,15;3,320479525;308,15;313,15;0;293,15;298,15;0,027852897;333,15;338,15;2,45613;288,15;293,15;2,996650632;288,15;293,15
131400;5,867183606;343,15;333,15;2,933591803;308,15;313,15;0;293,15;298,15;0,037441661;333,15;338,15;3,50103;288,15;293,15;2,991574788;288,15;293,15
132300;5,246299336;343,15;333,15;2,623149668;308,15;313,15;0;293,15;298,15;0,134261959;333,15;338,15;3,47813;288,15;293,15;3,206367887;288,15;293,15
133200;7,532244507;343,15;333,15;3,766122254;308,15;313,15;0;293,15;298,15;0,143104414;333,15;338,15;3,64396;288,15;293,15;3,015153888;288,15;293,15
134100;8,41319738;343,15;333,15;4,20659869;308,15;313,15;0;293,15;298,15;0,109517296;333,15;338,15;3,43524;288,15;293,15;3,005937198;288,15;293,15
135000;10,1274827;343,15;333,15;5,06374135;308,15;313,15;0;293,15;298,15;0,046807475;333,15;338,15;2,08544;288,15;293,15;3,009547843;288,15;293,15
135900;12,79257717;343,15;333,15;6,396288586;308,15;313,15;0;293,15;298,15;0,029422079;333,15;338,15;0,53443;288,15;293,15;3,031372025;288,15;293,15
136800;13,07529914;343,15;333,15;6,537649568;308,15;313,15;0;293,15;298,15;0,028872592;333,15;338,15;0,23514;288,15;293,15;3,023800272;288,15;293,15
137700;11,78623747;343,15;333,15;5,893118736;308,15;313,15;0;293,15;298,15;0,035590043;333,15;338,15;0,36325;288,15;293,15;3,024524445;288,15;293,15
138600;11,42522891;343,15;333,15;5,712614457;308,15;313,15;0;293,15;298,15;0,028074683;333,15;338,15;0;288,15;293,15;4,046156327;288,15;293,15
139500;11,66228968;343,15;333,15;5,831144842;308,15;313,15;0;293,15;298,15;0,173882814;333,15;338,15;0,31422;288,15;293,15;4,235708597;288,15;293,15
140400;10,97810393;343,15;333,15;5,489051967;308,15;313,15;0;293,15;298,15;0,055555135;333,15;338,15;0,35272;288,15;293,15;4,206449652;288,15;293,15
141300;11,32771278;343,15;333,15;5,66385639;308,15;313,15;0;293,15;298,15;0,03971396;333,15;338,15;0,23026;288,15;293,15;3,985972926;288,15;293,15
142200;12,28046237;343,15;333,15;6,140231185;308,15;313,15;0;293,15;298,15;0,017259697;333,15;338,15;0,4754;288,15;293,15;3,025495648;288,15;293,15
143100;11,4575475;343,15;333,15;5,728773748;308,15;313,15;0;293,15;298,15;0,03535455;333,15;338,15;0,47759;288,15;293,15;3,635656624;288,15;293,15
144000;11,61029103;343,15;333,15;5,805145513;308,15;313,15;0;293,15;298,15;0,199937503;333,15;338,15;1,07285;288,15;293,15;4,233914905;288,15;293,15
144900;11,14399175;343,15;333,15;5,571995873;308,15;313,15;0;293,15;298,15;0,012763983;333,15;338,15;3,16018;288,15;293,15;4,241185289;288,15;293,15
145800;10,98477936;343,15;333,15;5,492389679;308,15;313,15;0;293,15;298,15;0,065034881;333,15;338,15;3,42763;288,15;293,15;4,169602243;288,15;293,15
146700;10,87440907;343,15;333,15;5,437204536;308,15;313,15;0;293,15;298,15;0,01988931;333,15;338,15;2,58451;288,15;293,15;4,191804096;288,15;293,15
147600;11,1764924;343,15;333,15;5,588246202;308,15;313,15;0;293,15;298,15;0,125869552;333,15;338,15;2,34381;288,15;293,15;4,308318509;288,15;293,15
148500;10,72456015;343,15;333,15;5,362280077;308,15;313,15;0;293,15;298,15;0,145645183;333,15;338,15;2,91842;288,15;293,15;4,300585084;288,15;293,15
149400;10,74908194;343,15;333,15;5,37454097;308,15;313,15;0;293,15;298,15;0,114029951;333,15;338,15;3,27558;288,15;293,15;4,279972612;288,15;293,15
150300;10,24132657;343,15;333,15;5,120663283;308,15;313,15;0;293,15;298,15;0,102441756;333,15;338,15;3,48676;288,15;293,15;4,245824024;288,15;293,15
151200;11,31864751;343,15;333,15;5,659323756;308,15;313,15;0;293,15;298,15;0,097311981;333,15;338,15;3,38489;288,15;293,15;4,272250907;288,15;293,15
152100;10,54749122;343,15;333,15;5,273745611;308,15;313,15;0;293,15;298,15;0,059646594;333,15;338,15;3,73435;288,15;293,15;4,257805671;288,15;293,15
153000;11,17273882;343,15;333,15;5,586369409;308,15;313,15;0;293,15;298,15;0,047794065;333,15;338,15;3,008;288,15;293,15;4,180751154;288,15;293,15
