DOI,Model,Avg. RMSE,Std. RMSE,Avg. R2-score,Std. R2-score
https://arxiv.org/abs/2503.17410,GRU,0.123,0.55,-0.45,1.2
https://arxiv.org/abs/2503.17410,GRU_FCN,0.115,0.55,-0.18,1.1
https://arxiv.org/abs/2503.17410,INCEPTIONTIME,0.483,0.51,-9.22,2.2
https://arxiv.org/abs/2503.17410,LSTM,0.124,0.55,-0.45,1.3
https://arxiv.org/abs/2503.17410,LSTM_FCN,0.117,0.55,-0.29,1.3
https://arxiv.org/abs/2503.17410,MEAN,0.15,0.75,0.03,0.1
https://arxiv.org/abs/2503.17410,RCLSTM,0.163,0.81,-0.37,1.5
https://arxiv.org/abs/2503.17410,RESNET,0.131,0.55,-0.73,1.7
