DOI,Model,Avg. RMSE,Std. RMSE,Avg. R2-score,Std. R2-score
https://arxiv.org/abs/2503.17410,GRU,0.265,1.23,-0.61,1.4
https://arxiv.org/abs/2503.17410,GRU_FCN,0.269,1.23,-1.67,3.3
https://arxiv.org/abs/2503.17410,INCEPTIONTIME,0.613,1.18,-8.85,2.8
https://arxiv.org/abs/2503.17410,LSTM,0.265,1.23,-0.55,1.3
https://arxiv.org/abs/2503.17410,LSTM_FCN,0.265,1.23,-0.94,2.2
https://arxiv.org/abs/2503.17410,MEAN,0.402,1.69,0.0,0.1
https://arxiv.org/abs/2503.17410,RCLSTM,0.326,1.37,-2.26,2.9
https://arxiv.org/abs/2503.17410,RESNET,0.275,1.23,-0.91,1.8
