DOI,Model,Avg. RMSE,Std. RMSE,Avg. R2-score,Std. R2-score
https://arxiv.org/abs/2503.17410,GRU,0.165,0.82,-0.53,1.3
https://arxiv.org/abs/2503.17410,GRU_FCN,0.165,0.82,-1.08,2.8
https://arxiv.org/abs/2503.17410,INCEPTIONTIME,0.519,0.78,-9.18,2.3
https://arxiv.org/abs/2503.17410,LSTM,0.165,0.82,-0.49,1.2
https://arxiv.org/abs/2503.17410,LSTM_FCN,0.164,0.82,-0.54,1.4
https://arxiv.org/abs/2503.17410,MEAN,0.152,0.76,-0.01,0.1
https://arxiv.org/abs/2503.17410,RCLSTM,0.193,0.83,-1.8,2.4
https://arxiv.org/abs/2503.17410,RESNET,0.173,0.82,-0.74,1.5
