DOI,Model,Avg. RMSE,Std. RMSE,Avg. R2-score,Std. R2-score
https://arxiv.org/abs/2503.17410,GRU,0.104,0.53,0.08,0.8
https://arxiv.org/abs/2503.17410,GRU_FCN,0.102,0.55,0.15,1.0
https://arxiv.org/abs/2503.17410,INCEPTIONTIME,0.112,0.55,-0.77,2.5
https://arxiv.org/abs/2503.17410,LSTM,0.105,0.54,0.09,0.8
https://arxiv.org/abs/2503.17410,LSTM_FCN,0.102,0.54,0.19,0.7
https://arxiv.org/abs/2503.17410,MEAN,0.146,0.75,0.09,0.1
https://arxiv.org/abs/2503.17410,RCLSTM,0.14,0.8,0.2,0.9
https://arxiv.org/abs/2503.17410,RESNET,0.106,0.55,0.06,1.1
