,Channel,B,T,Isotope,G,sigma
363,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.01,0.01,T,2.84710783885298e-15,0.243577998889113
364,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.01467799267622069,0.01,H,1.58195494901157e-16,0.00782137987753158
365,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.01467799267622069,0.01,T,3.21576447045605e-15,0.275117599664914
366,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.021544346900318832,0.01,H,1.79545080775743e-16,0.00887692966709702
367,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.021544346900318832,0.01,T,3.79483193437019e-15,0.324658432701580
368,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.03162277660168379,0.01,H,2.10032415879893e-16,0.0103842610196880
369,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.03162277660168379,0.01,T,4.71364975235443e-15,0.403265854027225
370,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.046415888336127774,0.01,H,2.50752476758029e-16,0.0123975109226837
371,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.046415888336127774,0.01,T,6.15971555175534e-15,0.526980807452369
372,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.06812920690579612,0.01,H,3.01655156164391e-16,0.0149142020122126
373,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.06812920690579612,0.01,T,8.40737813048952e-15,0.719274596129717
374,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1,0.01,H,3.62200752256246e-16,0.0179076507652373
375,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1,0.01,T,1.18759212028497e-14,1.01601810865032
376,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1467799267622069,0.01,H,4.32334585578569e-16,0.0213751537622355
377,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1467799267622069,0.01,T,1.72279252478056e-14,1.47389694889895
378,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.21544346900318823,0.01,H,5.14187123636746e-16,0.0254220439375412
379,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.21544346900318823,0.01,T,2.55387809175817e-14,2.18491377990029
380,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.31622776601683794,0.01,H,6.09148570372006e-16,0.0301170546842159
381,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.31622776601683794,0.01,T,3.84735718855315e-14,3.29152114370548
382,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.46415888336127775,0.01,H,7.18494418877704e-16,0.0355232479498866
383,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.46415888336127775,0.01,T,5.84579603659306e-14,5.00124119317131
384,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.6812920690579608,0.01,H,8.42593338585039e-16,0.0416588512047632
385,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.6812920690579608,0.01,T,8.84742349573698e-14,7.56921701737977
386,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.0,0.01,H,9.79605492075136e-16,0.0484329006235174
387,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.0,0.01,T,1.29284743454498e-13,11.0606695917166
388,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.467799267622069,0.01,H,1.12385971924836e-15,0.0555650070742511
389,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.467799267622069,0.01,T,1.69940894542620e-13,14.5389164601484
390,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",2.154434690031882,0.01,H,1.26227620760594e-15,0.0624084885364440
391,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",2.154434690031882,0.01,T,1.78598744638950e-13,15.2796196299993
392,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",3.1622776601683795,0.01,H,1.36783974841748e-15,0.0676276798567800
393,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",3.1622776601683795,0.01,T,1.39614703674965e-13,11.9444264360372
394,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",4.6415888336127775,0.01,H,1.39469823011221e-15,0.0689555962326509
395,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",4.6415888336127775,0.01,T,8.64455101727792e-14,7.39565396627792
396,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",6.812920690579608,0.01,H,1.28472589401486e-15,0.0635184286497535
397,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",6.812920690579608,0.01,T,4.70269557807894e-14,4.02328693933359
398,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",10.0,0.01,H,1.02138569964305e-15,0.0504985654830318
399,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",10.0,0.01,T,2.43237966363647e-14,2.08096849343731
400,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.001,0.01,H,1.12528477143499e-17,0.000556354634074350
401,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.001,0.01,T,4.60522260217800e-17,0.00393989609585475
402,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0014677992676220691,0.01,H,1.20986281157153e-17,0.000598171057583645
403,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0014677992676220691,0.01,T,5.09166618471247e-17,0.00435606211805197
404,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0021544346900318843,0.01,H,1.35606615592253e-17,0.000670455789601409
405,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0021544346900318843,0.01,T,5.86116861849132e-17,0.00501439286479202
406,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0031622776601683794,0.01,H,1.58045288935457e-17,0.000781395350980637
407,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0031622776601683794,0.01,T,7.19240532629834e-17,0.00615330291558237
408,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.004641588833612777,0.01,H,1.81442254226197e-17,0.000897072825636052
409,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.004641588833612777,0.01,T,9.28904810747995e-17,0.00794703916278847
410,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.006812920690579608,0.01,H,2.09796083673590e-17,0.00103725764646762
411,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.006812920690579608,0.01,T,1.23049343611497e-16,0.0105272137825247
412,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01,0.01,H,2.33271722861364e-17,0.00115332409454831
413,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01,0.01,T,1.62076938217125e-16,0.0138661331117357
414,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01467799267622069,0.01,H,2.36707225463935e-17,0.00117030964204557
415,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01467799267622069,0.01,T,1.99012082015219e-16,0.0170260374512376
416,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.021544346900318832,0.01,H,2.09750555717741e-17,0.00103703255065313
417,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.021544346900318832,0.01,T,2.13962516277569e-16,0.0183050887082541
418,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.03162277660168379,0.01,H,1.51779432092298e-17,0.000750416183932170
419,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.03162277660168379,0.01,T,1.87652374139955e-16,0.0160541828293430
420,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.046415888336127774,0.01,H,8.37899196869012e-18,0.000414267670636633
421,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.046415888336127774,0.01,T,1.24847902618867e-16,0.0106810855108523
422,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.06812920690579612,0.01,H,3.48520408562292e-18,0.000172312777436638
423,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.06812920690579612,0.01,T,6.06852209004047e-17,0.00519178953018493
424,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1,0.01,H,1.13015156928908e-18,5.58760838803996e-5
425,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1,0.01,T,2.21543681967547e-17,0.00189536785308144
426,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1467799267622069,0.01,H,3.07993864831880e-19,1.52275955665134e-5
427,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.1467799267622069,0.01,T,6.53266622324771e-18,0.000558887775290672
428,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.21544346900318823,0.01,H,7.52939875535589e-20,3.72262737013133e-6
429,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.21544346900318823,0.01,T,1.68478504195126e-18,0.000144138048962040
430,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.31622776601683794,0.01,H,1.74341124194120e-20,8.61963965187578e-7
431,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.31622776601683794,0.01,T,4.02457696479281e-19,3.44313759416428e-5
432,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.46415888336127775,0.01,H,3.91052288386918e-21,1.93341062042453e-7
433,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.46415888336127775,0.01,T,9.21684339102937e-20,7.88526601846502e-6
434,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.6812920690579608,0.01,H,8.65884201678042e-22,4.28103801281360e-8
435,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.6812920690579608,0.01,T,2.06525011285729e-20,1.76687894582159e-6
436,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.0,0.01,H,1.91007870720807e-22,9.44366410332551e-9
437,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.0,0.01,T,4.57903282212648e-21,3.91749001017987e-7
438,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.467799267622069,0.01,H,4.20769821322542e-23,2.08033775906258e-9
439,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",1.467799267622069,0.01,T,1.01009951159187e-21,8.64168242434887e-8
440,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",2.154434690031882,0.01,H,9.28849158653290e-24,4.59234450594955e-10
441,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",2.154434690031882,0.01,T,2.22862670301319e-22,1.90665216534085e-8
442,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",3.1622776601683795,0.01,H,2.07071457882972e-24,1.02378676137961e-10
443,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",3.1622776601683795,0.01,T,4.94145711094987e-23,4.22755407524871e-9
444,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",4.6415888336127775,0.01,H,4.65317672017254e-25,2.30058781310401e-11
445,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",4.6415888336127775,0.01,T,1.10368292348444e-23,9.44231455661095e-10
446,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",6.812920690579608,0.01,H,1.05971598383081e-25,5.23936618865891e-12
447,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",6.812920690579608,0.01,T,2.49828622745056e-24,2.13735339290765e-10
448,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",10.0,0.01,H,2.45418718646807e-26,1.21338033601593e-12
449,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",10.0,0.01,T,5.75399610218498e-25,4.92270379456585e-11
450,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.001,0.01,H,1.03609560797762e-17,0.000512258414469912
451,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.001,0.01,T,4.24388627684765e-17,0.00363076281383137
452,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0014677992676220691,0.01,H,1.07614085377660e-17,0.000532057276623265
453,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0014677992676220691,0.01,T,4.39824168085128e-17,0.00376281815754490
454,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0021544346900318843,0.01,H,1.13593036029757e-17,0.000561617944168371
455,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0021544346900318843,0.01,T,4.66003126118134e-17,0.00398678642891360
456,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0031622776601683794,0.01,H,1.22426228341919e-17,0.000605290333605174
457,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.0031622776601683794,0.01,T,5.18673285720017e-17,0.00443739430199527
458,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.004641588833612777,0.01,H,1.37660297412119e-17,0.000680609445159542
459,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.004641588833612777,0.01,T,5.97277604793382e-17,0.00510987612662630
460,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.006812920690579608,0.01,H,1.58755077101297e-17,0.000784904630989575
461,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.006812920690579608,0.01,T,7.30289590538983e-17,0.00624783068086030
462,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01,0.01,H,1.79376038820254e-17,0.000886857202486487
463,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01,0.01,T,9.27329743324820e-17,0.00793356402265444
464,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01467799267622069,0.01,H,2.00408567258546e-17,0.000990844610474089
465,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.01467799267622069,0.01,T,1.18148290301926e-16,0.0101079150326484
466,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.021544346900318832,0.01,H,2.11583644211049e-17,0.00104609556566772
467,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.021544346900318832,0.01,T,1.44958909184192e-16,0.0124016380898515
468,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.03162277660168379,0.01,H,1.98872863213690e-17,0.000983251900756413
469,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.03162277660168379,0.01,T,1.60032936260231e-16,0.0136912630560282
470,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.046415888336127774,0.01,H,1.61608239172827e-17,0.000799011015262745
471,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.046415888336127774,0.01,T,1.51552909238186e-16,0.0129657731450498
472,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.06812920690579612,0.01,H,1.11118757315405e-17,0.000549384805822729
473,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.06812920690579612,0.01,T,1.18755431502449e-16,0.0101598576519790
474,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1,0.01,H,6.65595926737166e-18,0.000329078814235625
475,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1,0.01,T,7.82863375003593e-17,0.00669761403782216
476,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1467799267622069,0.01,H,3.59469673530585e-18,0.000177726228733104
477,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.1467799267622069,0.01,T,4.51968327035443e-17,0.00386671481698794
478,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.21544346900318823,0.01,H,1.82506120737892e-18,9.02332712545063e-5
479,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.21544346900318823,0.01,T,2.39582948922582e-17,0.00204969880206664
480,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.31622776601683794,0.01,H,8.90326160652987e-19,4.40188206479721e-5
481,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.31622776601683794,0.01,T,1.20345518636730e-17,0.00102958940314030
482,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.46415888336127775,0.01,H,4.26981944175025e-19,2.11105125865088e-5
483,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.46415888336127775,0.01,T,5.88112366100055e-18,0.000503146495899167
484,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.6812920690579608,0.01,H,2.03406337085832e-19,1.00566595328114e-5
485,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",0.6812920690579608,0.01,T,2.82695083064647e-18,0.000241853510741691
486,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.0,0.01,H,9.66808397720941e-20,4.78001965358611e-6
487,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.0,0.01,T,1.34638333661172e-18,0.000115186841325143
488,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.467799267622069,0.01,H,4.59583642722809e-20,2.27223806688097e-6
489,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",1.467799267622069,0.01,T,6.39292892401700e-19,5.46932860463667e-5
490,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",2.154434690031882,0.01,H,2.18953924906918e-20,1.08253514010847e-6
491,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",2.154434690031882,0.01,T,3.04009304957328e-19,2.60088420728766e-5
492,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",3.1622776601683795,0.01,H,1.05424055577108e-20,5.21229499875306e-7
493,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",3.1622776601683795,0.01,T,1.45325351278933e-19,1.24329882308359e-5
494,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",4.6415888336127775,0.01,H,5.13887943783031e-21,2.54072521175271e-7
495,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",4.6415888336127775,0.01,T,6.99956830268857e-20,5.98832547538283e-6
496,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",6.812920690579608,0.01,H,2.53672912376015e-21,1.25419008523111e-7
497,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",6.812920690579608,0.01,T,3.41380608268141e-20,2.92060610724889e-6
498,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",10.0,0.01,H,1.27424853810779e-21,6.30004152846292e-8
499,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'd'}",10.0,0.01,T,1.69705254183157e-20,1.45187567716279e-6
500,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.1,H,1.24969434992900e-16,0.00195385834688540
501,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.1,T,7.75703552813309e-16,0.0209860122343248
502,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.1,H,1.27652183701379e-16,0.00199580229067418
503,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.1,T,7.93657746610043e-16,0.0214717479632759
504,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.1,H,1.31657944882529e-16,0.00205843112403542
505,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.1,T,8.20445186434922e-16,0.0221964597914637
506,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.1,H,1.37692290880533e-16,0.00215277625168096
507,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.1,T,8.60908056402474e-16,0.0232911489689146
508,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.1,H,1.46856476103262e-16,0.00229605544463602
509,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.1,T,9.22994799006895e-16,0.0249708539736941
510,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.1,H,1.60849421082943e-16,0.00251483079836639
511,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.1,T,1.02020634837260e-15,0.0276008313109222
512,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.1,H,1.82469592584455e-16,0.00285285547257352
513,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.1,T,1.17455885725895e-15,0.0317767096192524
514,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.1,H,2.16724940795892e-16,0.00338842721483342
515,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.1,T,1.42760642232234e-15,0.0386227003034854
516,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.1,H,2.70220891697092e-16,0.00422481981114161
517,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.1,T,1.85204777981022e-15,0.0501056069998505
518,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.1,H,3.51696329839475e-16,0.00549866301039818
519,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.1,T,2.57301930322498e-15,0.0696108898570806
520,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.1,H,4.68199097243948e-16,0.00732014763615014
521,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.1,T,3.78838812509573e-15,0.102491679009706
522,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.1,H,6.20005877088260e-16,0.00969359954404629
523,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.1,T,5.78102904229779e-15,0.156400916005405
524,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.1,H,8.02288452621741e-16,0.0125435310630461
525,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.1,T,8.94911948194726e-15,0.242110958823699
526,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.1,H,1.01095544053184e-15,0.0158059746843263
527,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.1,T,1.38906535464906e-14,0.375800038832073
528,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.1,H,1.24569436116503e-15,0.0194760448854445
529,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.1,T,2.14889664097810e-14,0.581366051944839
530,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.1,H,1.50710687475473e-15,0.0235631484374976
531,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.1,T,3.28224464703562e-14,0.887983896282534
532,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.1,H,1.79257848907256e-15,0.0280264085655874
533,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.1,T,4.83040980931894e-14,1.30682706025413
