,Channel,B,T,Isotope,G,sigma
173,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.01,T,9.47595813756346e-12,810.694589508277
174,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.01,H,1.24624345389144e-14,0.616158094695571
175,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.01,T,2.58653234322890e-12,221.285040077541
176,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.01,H,3.82291869981631e-15,0.189009803413585
177,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.01,T,5.37104836487160e-13,45.9508134816253
178,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.01,H,1.04719793249469e-15,0.0517747540290210
179,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.01,T,9.31500894702588e-14,7.96924938348958
180,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.01,H,2.61788103698178e-16,0.0129431258944600
181,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.01,T,1.45282260247518e-14,1.24293016731794
182,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.01,H,6.29317746007572e-17,0.00311142435394420
183,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.01,T,2.14056556594878e-15,0.183131341191067
184,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.01,H,1.43063180128789e-17,0.000707321961964925
185,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.01,T,3.06668516416098e-16,0.0262363450135488
186,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.01,H,3.12697225545349e-18,0.000154601355061879
187,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.01,T,4.34992582282832e-17,0.00372148259641427
188,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.01,H,6.54415426359318e-19,3.23551037308053e-5
189,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.01,T,6.15669658561763e-18,0.000526722526497745
190,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.01,H,1.29358352087224e-19,6.39563606180962e-6
191,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.01,T,8.70300214828409e-19,7.44566053550231e-5
192,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.01,H,2.42794113873673e-20,1.20040396714279e-6
193,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.01,T,1.23328996707727e-19,1.05511388831596e-5
194,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.01,H,4.33028441918327e-21,2.14094588732443e-7
195,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.01,T,1.71338408224042e-20,1.46584776447638e-6
196,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.01,H,7.16862226240207e-22,3.54425503379909e-8
197,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.01,T,2.28761700916368e-21,1.95712001390602e-7
198,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.01,H,1.06472472014580e-22,5.26412999716715e-9
199,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.01,T,2.82865752658691e-22,2.41999523328996e-8
200,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.01,H,1.24397251758546e-16,0.00615035315849190
201,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.01,T,9.13348190509205e-14,7.81394794736163
202,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.01,H,2.67790781000470e-16,0.0132399056446848
203,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.01,T,1.96602308499896e-13,16.8198746207932
204,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.01,H,5.75942243078307e-16,0.0284752930129120
205,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.01,T,4.22768688030200e-13,36.1690377927021
206,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.01,H,1.23623096349631e-15,0.0611207796272131
207,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.01,T,9.07128313367455e-13,77.6073516747149
208,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.01,H,2.64215725375879e-15,0.130631504966277
209,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.01,T,1.93734955289735e-12,165.745645740475
210,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.01,H,5.59633771404653e-15,0.276689821109403
211,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.01,T,4.09652469982572e-12,350.469088373332
212,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.01,H,1.16203001267131e-14,0.574521933375782
213,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.01,T,8.48141180656807e-12,725.608383148084
214,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.01,H,2.32343149746575e-14,1.14873311483719
215,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.01,T,1.68088608938859e-11,1438.04482719828
216,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.01,H,4.29319405704029e-14,2.12260795600112
217,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.01,T,3.05432027002218e-11,2613.05599031394
218,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.01,H,6.89619078257142e-14,3.40956155876146
219,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.01,T,4.73388221574056e-11,4049.96797575249
220,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.01,H,9.01573100208994e-14,4.45748831754299
221,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.01,T,5.69388428392018e-11,4871.27646117609
222,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.01,H,9.13069416765787e-14,4.51432752085862
223,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.01,T,4.92913930756239e-11,4217.01585165603
224,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.01,H,7.28770533317526e-14,3.60313116893063
225,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.01,T,3.05786148850833e-11,2616.08560127815
226,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.01,H,4.89181064553716e-14,2.41857136144142
227,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.01,T,1.45106826015067e-11,1241.42927863737
228,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.01,H,2.94476540270095e-14,1.45592824113779
229,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.01,T,5.73332486448760e-12,490.501897545159
230,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.01,H,1.65675468826093e-14,0.819119899012708
231,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.01,T,2.01875194835354e-12,172.709847208160
232,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.01,H,8.99730077251728e-15,0.444837618531647
233,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.01,T,6.62084622197381e-13,56.6431819579631
234,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.01,H,4.65230293627066e-15,0.230015580359376
235,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.01,T,2.08315662045176e-13,17.8219846139256
236,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.01,H,2.32597172864104e-15,0.114998903637978
237,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.01,T,6.40189678986890e-14,5.47700086344157
238,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.01,H,1.12994782105360e-15,0.0558660103169892
239,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.01,T,1.94667867532210e-14,1.66543778126120
240,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.01,H,5.22498394959002e-16,0.0258329634161092
241,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.01,T,5.90986851167147e-15,0.505605697868704
242,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.01,H,2.30193126929571e-16,0.0113810313753748
243,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.01,T,1.79993505518321e-15,0.153989453047384
244,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.01,H,9.77976772634573e-17,0.00483523747307508
245,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.01,T,5.47141242665916e-16,0.0468094559607400
246,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.01,H,3.92706573170958e-17,0.00194158960790435
247,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.01,T,1.66662588415134e-16,0.0142584482476761
248,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.01,H,1.49279269540437e-17,0.000738055072709687
249,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.01,T,4.97415047390225e-17,0.00425552415708483
250,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.001,0.01,H,9.62062517791548e-14,4.75655543938448
251,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.001,0.01,T,3.57089483554889e-10,30549.9990698238
252,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0014677992676220691,0.01,H,9.68168139784219e-14,4.78674238562029
253,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0014677992676220691,0.01,T,3.57139047344401e-10,30554.2393899487
254,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0021544346900318843,0.01,H,9.66755085121436e-14,4.77975606953572
255,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0021544346900318843,0.01,T,3.57243151199070e-10,30563.1457644284
256,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0031622776601683794,0.01,H,9.66020444654843e-14,4.77612391669457
257,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0031622776601683794,0.01,T,3.57455172980447e-10,30581.2848178650
258,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.004641588833612777,0.01,H,9.72834327320393e-14,4.80981259082621
259,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.004641588833612777,0.01,T,3.57856867167333e-10,30615.6508734361
260,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.006812920690579608,0.01,H,9.86806116105021e-14,4.87889083336497
261,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.006812920690579608,0.01,T,3.58487371247017e-10,30669.5922520959
262,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01,0.01,H,1.01407088649196e-13,5.01369121222732
263,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01,0.01,T,3.58890025039142e-10,30704.0404045657
264,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01467799267622069,0.01,H,1.05832156198873e-13,5.23247199553210
265,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01467799267622069,0.01,T,3.56370768458306e-10,30488.5109931841
266,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.021544346900318832,0.01,H,1.12350160672897e-13,5.55473015507478
267,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.021544346900318832,0.01,T,3.41993917319340e-10,29258.5313686094
268,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.03162277660168379,0.01,H,1.17503039318434e-13,5.80949481430069
269,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.03162277660168379,0.01,T,2.98893028006686e-10,25571.1303415563
270,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.046415888336127774,0.01,H,1.13487293506465e-13,5.61095140124938
271,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.046415888336127774,0.01,T,2.18857542972371e-10,18723.8718644653
272,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.06812920690579612,0.01,H,9.67164928421124e-14,4.78178238522766
273,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.06812920690579612,0.01,T,1.26587677655744e-10,10829.9281069130
274,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1,0.01,H,7.09698594309331e-14,3.50883715627407
275,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1,0.01,T,5.82028606952978e-11,4979.41670642652
276,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1467799267622069,0.01,H,4.64139536076734e-14,2.29476296408164
277,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1467799267622069,0.01,T,2.24597421544851e-11,1921.49344499677
278,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.21544346900318823,0.01,H,2.80166054011163e-14,1.38517543662004
279,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.21544346900318823,0.01,T,7.72403938636974e-12,660.813064892758
280,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.31622776601683794,0.01,H,1.59884649564015e-14,0.790489376203486
281,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.31622776601683794,0.01,T,2.47625004061329e-12,211.850082181877
282,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.46415888336127775,0.01,H,8.74509718227553e-15,0.432368362773191
283,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.46415888336127775,0.01,T,7.61628883409435e-13,65.1594705284359
284,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.6812920690579608,0.01,H,4.56679619109677e-15,0.225788021688921
285,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.6812920690579608,0.01,T,2.29030835510219e-13,19.5942253525443
286,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.0,0.01,H,2.31267659480639e-15,0.114341575865728
287,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.0,0.01,T,6.82433306235128e-14,5.83840685061656
288,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.467799267622069,0.01,H,1.12508522375070e-15,0.0556255975244428
289,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.467799267622069,0.01,T,2.03488302230112e-14,1.74089905475875
290,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",2.154434690031882,0.01,H,5.19854202808463e-16,0.0257022313033429
291,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",2.154434690031882,0.01,T,6.08092806214108e-15,0.520240318456536
292,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",3.1622776601683795,0.01,H,2.31494511368609e-16,0.0114453734229836
293,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",3.1622776601683795,0.01,T,1.83470137464297e-15,0.156963808429076
294,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",4.6415888336127775,0.01,H,9.81644996704360e-17,0.00485337362413529
295,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",4.6415888336127775,0.01,T,5.54359677473955e-16,0.0474270131468992
296,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",6.812920690579608,0.01,H,3.94196255161380e-17,0.00194895477892333
297,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",6.812920690579608,0.01,T,1.68189699662270e-16,0.0143890968646980
298,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",10.0,0.01,H,1.49748976391070e-17,0.000740377361161817
299,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",10.0,0.01,T,5.00644469227272e-17,0.00428315275962324
300,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.1,H,2.43326155694643e-13,3.80432895728884
301,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.1,T,5.11268236323453e-11,1383.19354392437
302,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.1,H,2.43124405571337e-13,3.80117465669983
303,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.1,T,5.10827258612708e-11,1382.00051553109
304,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.1,H,2.42690667762495e-13,3.79439330061692
305,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.1,T,5.09878624433315e-11,1379.43406492990
306,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.1,H,2.42211872301904e-13,3.78690748212714
307,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.1,T,5.07842755464450e-11,1373.92619134428
308,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.1,H,2.40219730895185e-13,3.75576096925450
309,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.1,T,5.03492059945633e-11,1362.15574771868
310,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.1,H,2.35551211672360e-13,3.68277011951889
311,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.1,T,4.94301075469384e-11,1337.29030627980
312,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.1,H,2.27388201725509e-13,3.55514399140789
313,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.1,T,4.75302717425648e-11,1285.89183415834
314,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.1,H,2.10485909913611e-13,3.29088190252155
315,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.1,T,4.37787241437122e-11,1184.39684483976
316,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.1,H,1.79046384693428e-13,2.79933467917802
317,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.1,T,3.70194308371413e-11,1001.52980560470
318,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.1,H,1.32660496919511e-13,2.07410571411223
319,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.1,T,2.67635844800018e-11,724.066441741410
320,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.1,H,7.91829652423967e-14,1.23800109665842
321,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.1,T,1.50691599228376e-11,407.683545285731
322,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.1,H,3.63268633230680e-14,0.567959238384762
323,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.1,T,6.13112690403421e-12,165.872521469844
324,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.1,H,1.30639656041456e-14,0.204251049390867
325,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.1,T,1.79132634715508e-12,48.4628393162876
326,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.1,H,3.91581886227978e-15,0.0612226131084878
327,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.1,T,4.00404804790782e-13,10.8326178235826
328,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.1,H,1.05295871964629e-15,0.0164626829226166
329,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.1,T,7.44514528097875e-14,2.01422192003998
330,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.1,H,2.62937175436389e-16,0.00411094116703054
331,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.1,T,1.23196898356361e-14,0.333298926730545
332,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.1,H,6.21971432058846e-17,0.000972433038623791
333,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.1,T,1.90367121187863e-15,0.0515022358705529
334,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.1,H,1.42079088232979e-17,0.000222136246737168
335,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.1,T,2.82645400560382e-16,0.00764673542182860
336,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.1,H,3.06455773569969e-18,4.79134094808802e-5
337,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.1,T,4.11223850368397e-17,0.00111253180723208
338,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.1,H,6.39856095514280e-19,1.00039515510101e-5
339,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.1,T,5.93223109413385e-18,0.000160491561327549
340,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.1,H,1.27028283267455e-19,1.98604780094222e-6
341,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.1,T,8.48605834377161e-19,2.29583226192141e-5
342,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.1,H,2.40572181436052e-20,3.76127142412033e-7
343,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.1,T,1.21208724533368e-19,3.27920088381541e-6
344,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.1,H,4.29848823104924e-21,6.72055299738001e-8
345,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.1,T,1.69252583353570e-20,4.57898738772950e-7
