,Channel,B,T,Isotope,G,sigma
14,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.001,H,1.91108914016609e-13,29.8792858299128
15,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.001,T,8.26542622764113e-11,22361.4208425487
16,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.001,H,1.64118712059236e-13,25.6594514854962
17,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.001,T,6.90318540476968e-11,18675.9919862292
18,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.001,H,1.23017690463563e-13,19.2334342665830
19,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.001,T,4.87371039625852e-11,13185.4167267239
20,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.001,H,7.46282864538958e-14,11.6679010679678
21,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.001,T,2.63407439302218e-11,7126.26843561581
22,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.001,H,3.51344859360932e-14,5.49316787850273
23,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.001,T,1.00795765240576e-11,2726.94530640619
24,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.001,H,1.29778282957413e-14,2.02904319296317
25,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.001,T,2.72837876674712e-12,738.140104826973
26,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.001,H,3.99548519449497e-15,0.624681714978111
27,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.001,T,5.62192928637950e-13,152.096604890585
28,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.001,H,1.09720221100124e-15,0.171544161843068
29,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.001,T,9.68496142678031e-14,26.2018548521837
30,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.001,H,2.75870741731568e-16,0.0431315346367945
31,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.001,T,1.50468210366883e-14,4.07079185364560
32,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.001,H,6.66122482676050e-17,0.0104146183656713
33,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.001,T,2.21284965172108e-15,0.598668005262013
34,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.001,H,1.52381868363833e-17,0.00238244323848934
35,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.001,T,3.17704003578320e-16,0.0859521666725336
36,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.001,H,3.34651727992389e-18,0.000523217594826047
37,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.001,T,4.51799102749135e-17,0.0122230476621683
38,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.001,H,7.08625171805701e-19,0.000110791347246175
39,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.001,T,6.43247034421776e-18,0.00174025116748659
40,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.001,H,1.42694424059571e-19,2.23098305212500e-5
41,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.001,T,9.18774201385883e-19,0.000248566692274860
42,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.001,H,2.71241727356422e-20,4.24078025998172e-6
43,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.001,T,1.32014948709937e-19,3.57155426024878e-5
44,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.001,H,4.91258520794600e-21,7.68067456964685e-7
45,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.001,T,1.87399607078656e-20,5.06993996946001e-6
46,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.001,H,8.53381184487101e-22,1.33423500752788e-7
47,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.001,T,2.57756936080884e-21,6.97339878676228e-7
48,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.001,H,1.31996443696435e-22,2.06372344797846e-8
49,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.001,T,3.33524235873601e-22,9.02321984874521e-8
50,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.001,H,1.25175807823079e-16,0.0195708492206227
51,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.001,T,1.02737550127055e-13,27.7947867593412
52,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.001,H,2.69470281460984e-16,0.0421308425296165
53,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.001,T,2.21144799531504e-13,59.8288798819310
54,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.001,H,5.79570217082947e-16,0.0906140054420535
55,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.001,T,4.75530569527826e-13,128.650826900469
56,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.001,H,1.24408913700651e-15,0.194509477037142
57,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.001,T,1.02028599807715e-12,276.029861672047
58,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.001,H,2.65934547565763e-15,0.415780415039948
59,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.001,T,2.17876528229868e-12,589.446763576275
60,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.001,H,5.63859251071402e-15,0.881576446462289
61,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.001,T,4.60588594786422e-12,1246.08400336986
62,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.001,H,1.17131482185570e-14,1.83131438630843
63,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.001,T,9.53081813496436e-12,2578.48330406738
64,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.001,H,2.34169242134834e-14,3.66116345452765
65,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.001,T,1.88677431568032e-11,5104.51044457273
66,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.001,H,4.34136885633928e-14,6.78759552473670
67,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.001,T,3.42073576545006e-11,9254.51512549729
68,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.001,H,7.02289321785344e-14,10.9800756751180
69,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.001,T,5.27936652501929e-11,14282.8855278177
70,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.001,H,9.17739260838417e-14,14.3485686332458
71,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.001,T,6.30410710567976e-11,17055.2356459466
72,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.001,H,9.34843389501200e-14,14.6159863786800
73,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.001,T,5.40050102969204e-11,14610.6048205606
74,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.001,H,7.50729482401857e-14,11.7374225587813
75,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.001,T,3.30762519841636e-11,8948.50392637468
76,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.001,H,5.06734359768606e-14,7.92263451094078
77,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.001,T,1.54943164314438e-11,4191.85799798752
78,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.001,H,3.06396151228087e-14,4.79040877126931
79,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.001,T,6.05190522317857e-12,1637.29245011163
80,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.001,H,1.73197873701389e-14,2.70789502419923
81,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.001,T,2.11122976934977e-12,571.175594186152
82,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.001,H,9.44149967336387e-15,1.47614918359564
83,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.001,T,6.87983570733478e-13,186.128213285393
84,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.001,H,4.90284471842782e-15,0.766544561646408
85,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.001,T,2.15602713048376e-13,58.3295146370923
86,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.001,H,2.46520804140330e-15,0.385427629466237
87,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.001,T,6.62013052752684e-14,17.9102106390561
88,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.001,H,1.20493835346317e-15,0.188388373487495
89,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.001,T,2.01654187015001e-14,5.45558573304374
90,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.001,H,5.62152769990283e-16,0.0878908416232069
91,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.001,T,6.14836856227111e-15,1.66338980143892
92,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.001,H,2.50066889271303e-16,0.0390971823558425
93,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.001,T,1.88289432030899e-15,0.509401344091241
94,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.001,H,1.07814536802536e-16,0.0168564683563774
95,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.001,T,5.78343033915555e-16,0.156465881087816
96,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.001,H,4.41139416779348e-17,0.00689707792680230
97,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.001,T,1.78881635396899e-16,0.0483949335454293
98,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.001,H,1.71658393143228e-17,0.00268382572326494
99,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.001,T,5.46409769141755e-17,0.0147826602812057
100,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.001,0.001,H,3.21014223363084e-14,5.01895779414007
101,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.001,0.001,T,2.01629912664979e-10,54549.2901076280
102,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0014677992676220691,0.001,H,3.24014340816012e-14,5.06586369979110
103,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0014677992676220691,0.001,T,2.03570477576469e-10,55074.2937488557
104,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0021544346900318843,0.001,H,3.32241747928964e-14,5.19449665761618
105,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0021544346900318843,0.001,T,2.07652384816407e-10,56178.6196858203
106,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0031622776601683794,0.001,H,3.48179329773137e-14,5.44367580543880
107,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0031622776601683794,0.001,T,2.16015970114710e-10,58441.3178874262
108,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.004641588833612777,0.001,H,3.79754224832132e-14,5.93733949421640
109,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.004641588833612777,0.001,T,2.32325893576014e-10,62853.8315604454
110,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.006812920690579608,0.001,H,4.41924669276158e-14,6.90935510598130
111,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.006812920690579608,0.001,T,2.61366307757296e-10,70710.4732515647
112,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01,0.001,H,5.35318754929461e-14,8.36954266155280
113,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01,0.001,T,3.05814905960355e-10,82735.6705360804
114,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01467799267622069,0.001,H,6.80020799913667e-14,10.6319142440109
115,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01467799267622069,0.001,T,3.57900591668193e-10,96827.0181073731
116,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.021544346900318832,0.001,H,8.59298654596189e-14,13.4348678846595
117,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.021544346900318832,0.001,T,3.89593626328488e-10,105401.304130837
118,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.03162277660168379,0.001,H,1.02187763046740e-13,15.9767397355813
119,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.03162277660168379,0.001,T,3.60430099719874e-10,97511.3553999751
120,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.046415888336127774,0.001,H,1.07270434448826e-13,16.7713996413418
121,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.046415888336127774,0.001,T,2.62579897298920e-10,71038.7997736696
122,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.06812920690579612,0.001,H,9.53666830499885e-14,14.9102850391042
123,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.06812920690579612,0.001,T,1.46795186276051e-10,39714.2125230234
124,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1,0.001,H,7.19340711499975e-14,11.2466688634590
125,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1,0.001,T,6.50964369385769e-11,17611.2977315796
126,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1467799267622069,0.001,H,4.77435606511991e-14,7.46455759311662
127,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1467799267622069,0.001,T,2.44142094287392e-11,6605.06060472048
128,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.21544346900318823,0.001,H,2.90821921740147e-14,4.54691052481370
129,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.21544346900318823,0.001,T,8.22603829234738e-12,2225.48600708516
130,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.31622776601683794,0.001,H,1.66856133743015e-14,2.60874388734604
131,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.31622776601683794,0.001,T,2.60085102346862e-12,703.638538204620
132,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.46415888336127775,0.001,H,9.16928066268051e-15,1.43358858577948
133,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.46415888336127775,0.001,T,7.92719202826142e-13,214.463564444927
134,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.6812920690579608,0.001,H,4.81296675711999e-15,0.752492421224046
135,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.6812920690579608,0.001,T,2.37264530254450e-13,64.1899384968988
136,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.0,0.001,H,2.45087578271478e-15,0.383186825283208
137,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.0,0.001,T,7.05516965041539e-14,19.0871726785153
138,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.467799267622069,0.001,H,1.19900418204849e-15,0.187460584196371
139,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.467799267622069,0.001,T,2.10439970423211e-14,5.69327777070957
140,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",2.154434690031882,0.001,H,5.59118490079527e-16,0.0874164413723972
141,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",2.154434690031882,0.001,T,6.32488760415986e-15,1.71114555502847
142,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",3.1622776601683795,0.001,H,2.51273456488491e-16,0.0392858253971201
143,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",3.1622776601683795,0.001,T,1.91738152271406e-15,0.518731568878477
144,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",4.6415888336127775,0.001,H,1.08162806898732e-16,0.0169109193054804
145,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",4.6415888336127775,0.001,T,5.87845648942107e-16,0.159036734276280
146,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",6.812920690579608,0.001,H,4.42473025200713e-17,0.00691792848074542
147,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",6.812920690579608,0.001,T,1.80410491902599e-16,0.0488085529135085
148,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",10.0,0.001,H,1.72127398502059e-17,0.00269115847655088
149,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",10.0,0.001,T,5.49759532249997e-17,0.0148732853264523
150,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.01,H,2.23808577468941e-13,11.0653713958686
151,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.01,T,9.06484151874085e-11,7755.22418663068
152,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.01,H,2.23629679719831e-13,11.0565264710754
153,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.01,T,9.05651694404963e-11,7748.10228131603
154,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.01,H,2.23245020901654e-13,11.0375084659035
155,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.01,T,9.03861889757289e-11,7732.79000446674
156,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.01,H,2.22492811833022e-13,11.0003183241945
157,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.01,T,9.00029195674056e-11,7700.00023997633
158,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.01,H,2.20663552832773e-13,10.9098775088965
159,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.01,T,8.91830746884453e-11,7629.86022901802
160,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.01,H,2.16832909721942e-13,10.7204858010999
161,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.01,T,8.74533097074327e-11,7481.87402109368
162,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.01,H,2.09243227829252e-13,10.3452425916176
163,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.01,T,8.38836010834598e-11,7176.47551409690
164,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.01,H,1.94098623210530e-13,9.59647470861269
165,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.01,T,7.68646303968521e-11,6575.98303861904
166,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.01,H,1.66580255763436e-13,8.23593276936407
167,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.01,T,6.43168028631021e-11,5502.48147349818
168,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.01,H,1.24533571860328e-13,6.15709299202286
169,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.01,T,4.55732008511469e-11,3898.91415941804
170,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.01,H,7.54016164929610e-14,3.72794867729881
171,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.01,T,2.47772927712582e-11,2119.76634982122
172,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.01,H,3.54464176436491e-14,1.75251449392943
