,Channel,B,T,Isotope,G,sigma
173,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.01,T,9.56130020248849e-12,817.995840662808
174,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.01,H,1.30515856118298e-14,0.645286448504924
175,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.01,T,2.61348764306625e-12,223.591140993087
176,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.01,H,4.00807059074415e-15,0.198163940672012
177,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.01,T,5.43784361424936e-13,46.5222654286401
178,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.01,H,1.09936894743792e-15,0.0543541531877791
179,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.01,T,9.44986548690458e-14,8.08462290630633
180,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.01,H,2.75692404396072e-16,0.0136305716258167
181,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.01,T,1.47840743230006e-14,1.26481870123865
182,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.01,H,6.65887502987275e-17,0.00329222973120603
183,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.01,T,2.18584450840110e-15,0.187005080725567
184,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.01,H,1.52234116448219e-17,0.000752664199322400
185,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.01,T,3.14793995622436e-16,0.0269315023722150
186,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.01,H,3.33978071828521e-18,0.000165122867257915
187,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.01,T,4.49178041864160e-17,0.00384284315083339
188,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.01,H,7.07844011546952e-19,3.49966787094900e-5
189,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.01,T,6.40786219186843e-18,0.000548210443086457
190,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.01,H,1.42557164460160e-19,7.04820158249971e-6
191,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.01,T,9.17376253290266e-19,7.84840914543152e-5
192,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.01,H,2.71050582636180e-20,1.34010742477113e-6
193,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.01,T,1.31780758714951e-19,1.12742106434607e-5
194,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.01,H,4.90957003616335e-21,2.42735182264025e-7
195,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.01,T,1.87163965728473e-20,1.60123981305388e-6
196,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.01,H,8.52853652449538e-22,4.21661337443014e-8
197,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.01,T,2.57518775992413e-21,2.20314479404743e-7
198,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.01,H,1.31930040365508e-22,6.52278349393857e-9
199,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.01,T,3.33281465620023e-22,2.85131568796709e-8
200,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.01,H,1.29783351406883e-16,0.00641664855100103
201,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.01,T,9.15574651801286e-14,7.83299594332189
202,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.01,H,2.79385477794568e-16,0.0138131617177993
203,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.01,T,1.97081806331979e-13,16.8608969947323
204,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.01,H,6.00879180035992e-16,0.0297082058531289
205,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.01,T,4.23801010951581e-13,36.2573558914990
206,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.01,H,1.28975689152721e-15,0.0637671673558186
207,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.01,T,9.09348391049118e-13,77.7972854986812
208,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.01,H,2.75655835544639e-15,0.136287636168154
209,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.01,T,1.94211527972672e-12,166.153366933367
210,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.01,H,5.83864861618442e-15,0.288669970198174
211,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.01,T,4.10670950351334e-12,351.340426672309
212,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.01,H,1.21309391663269e-14,0.599768555674433
213,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.01,T,8.50296124600166e-12,727.451997662008
214,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.01,H,2.41263504329499e-14,1.19283644526321
215,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.01,T,1.68534714550541e-11,1441.86138485387
216,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.01,H,4.46340345697680e-14,2.20676157721909
217,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.01,T,3.06312840415379e-11,2620.59159418693
218,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.01,H,7.19771770735841e-14,3.55864017971311
219,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.01,T,4.74956750527978e-11,4063.38717746246
220,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.01,H,9.45255735499573e-14,4.67346064018894
221,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.01,T,5.71729923636162e-11,4891.30860460929
222,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.01,H,9.53569609499771e-14,4.71456545600567
223,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.01,T,4.95482687534935e-11,4238.99228076240
224,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.01,H,7.61478303420922e-14,3.76484240798043
225,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.01,T,3.07831383030120e-11,2633.58314885440
226,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.01,H,5.11474758811053e-14,2.52879412838502
227,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.01,T,1.46320045030215e-11,1251.80870494119
228,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.01,H,3.08236885910822e-14,1.52396108276170
229,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.01,T,5.79239567429964e-12,495.555569713957
230,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.01,H,1.73692387332710e-14,0.858756530338175
231,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.01,T,2.04367860266051e-12,174.842391853022
232,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.01,H,9.45259719228762e-15,0.467348033623612
233,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.01,T,6.72016049781005e-13,57.4928432261171
234,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.01,H,4.90482091728765e-15,0.242500379984519
235,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.01,T,2.12036305936374e-13,18.1402960530743
236,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.01,H,2.46388904562598e-15,0.121817705453435
237,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.01,T,6.54453247606799e-14,5.59902966242287
238,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.01,H,1.20363811329934e-15,0.0595093490182612
239,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.01,T,1.99877587430243e-14,1.71000838481258
240,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.01,H,5.61447066921122e-16,0.0277586336719623
241,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.01,T,6.11568212232015e-15,0.523213625022648
242,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.01,H,2.49777506277048e-16,0.0123493071827106
243,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.01,T,1.87642662747044e-15,0.160533519926534
244,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.01,H,1.07703585233193e-16,0.00532499774919156
245,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.01,T,5.76960925870696e-16,0.0493606128447216
246,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.01,H,4.40787965116307e-17,0.00217930992457963
247,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.01,T,1.78579642545463e-16,0.0152779853927419
248,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.01,H,1.71533494869708e-17,0.000848082700417523
249,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.01,T,5.45784746588921e-17,0.00466934039463322
250,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.001,0.01,H,1.00090913160417e-13,4.94861787692360
251,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.001,0.01,T,3.50494642052294e-10,29985.7920263561
252,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0014677992676220691,0.01,H,1.00760234116167e-13,4.98170992836406
253,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0014677992676220691,0.01,T,3.50548053729911e-10,29990.3615440167
254,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0021544346900318843,0.01,H,1.00858597029485e-13,4.98657311180303
255,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0021544346900318843,0.01,T,3.50660968515282e-10,30000.0217181381
256,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0031622776601683794,0.01,H,1.00183991347992e-13,4.95321977702064
257,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0031622776601683794,0.01,T,3.50885981669071e-10,30019.2722196384
258,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.004641588833612777,0.01,H,1.01401522511931e-13,5.01341601555357
259,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.004641588833612777,0.01,T,3.51331506970998e-10,30057.3881490799
260,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.006812920690579608,0.01,H,1.02858031988959e-13,5.08542763587295
261,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.006812920690579608,0.01,T,3.52060460591952e-10,30119.7521599727
262,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01,0.01,H,1.05703488366686e-13,5.22611049962363
263,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01,0.01,T,3.52678217171409e-10,30172.6029545127
264,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01467799267622069,0.01,H,1.10322048883259e-13,5.45445781324376
265,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01467799267622069,0.01,T,3.50649568469537e-10,29999.0464124992
266,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.021544346900318832,0.01,H,1.17120025006123e-13,5.79055811552184
267,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.021544346900318832,0.01,T,3.37284698505862e-10,28855.6445937340
268,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.03162277660168379,0.01,H,1.22489790730964e-13,6.05604593875957
269,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.03162277660168379,0.01,T,2.95853460725452e-10,25311.0869017721
270,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.046415888336127774,0.01,H,1.18286372739803e-13,5.84822378229768
271,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.046415888336127774,0.01,T,2.17630721998048e-10,18618.9139159666
272,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.06812920690579612,0.01,H,1.00886309249328e-13,4.98794323804320
273,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.06812920690579612,0.01,T,1.26469839644991e-10,10819.8467371592
274,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1,0.01,H,7.40762443501899e-14,3.66242064810817
275,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1,0.01,T,5.83790755676532e-11,4994.49237914853
276,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1467799267622069,0.01,H,4.84818629213746e-14,2.39700294446065
277,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1467799267622069,0.01,T,2.25986265327501e-11,1933.37539006155
278,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.21544346900318823,0.01,H,2.93033225658614e-14,1.44879231614433
279,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.21544346900318823,0.01,T,7.79114919941018e-12,666.554496159652
280,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.31622776601683794,0.01,H,1.67538220472872e-14,0.828329572307171
281,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.31622776601683794,0.01,T,2.50425022013719e-12,214.245575462425
282,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.46415888336127775,0.01,H,9.18846910038733e-15,0.454289215833823
283,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.46415888336127775,0.01,T,7.72147695922735e-13,66.0593842119694
284,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.6812920690579608,0.01,H,4.81208130834682e-15,0.237915219631671
285,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.6812920690579608,0.01,T,2.33034835758071e-13,19.9367787165631
286,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.0,0.01,H,2.44784987843092e-15,0.121024709296179
287,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.0,0.01,T,6.97463073705434e-14,5.96699069399008
288,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.467799267622069,0.01,H,1.19788888274763e-15,0.0592250999871712
289,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.467799267622069,0.01,T,2.08742988400152e-14,1.78585435728091
290,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",2.154434690031882,0.01,H,5.58432452997898e-16,0.0276095874510673
291,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",2.154434690031882,0.01,T,6.29053259354425e-15,0.538172569430859
292,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",3.1622776601683795,0.01,H,2.51007302986393e-16,0.0124101098448973
293,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",3.1622776601683795,0.01,T,1.91074969558543e-15,0.163469953922147
294,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",4.6415888336127775,0.01,H,1.08057700495812e-16,0.00534250564340248
295,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",4.6415888336127775,0.01,T,5.86507869602803e-16,0.0501773804493903
296,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",6.812920690579608,0.01,H,4.42112613880462e-17,0.00218585915102583
297,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",6.812920690579608,0.01,T,1.80112569287368e-16,0.0154091315415254
298,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",10.0,0.01,H,1.72007539662497e-17,0.000850426436189323
299,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",10.0,0.01,T,5.49114423406779e-17,0.00469782670643263
300,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.1,H,2.54349216523038e-13,3.97667109366009
301,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.1,T,5.16152780409418e-11,1396.40827029444
302,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.1,H,2.54138582802775e-13,3.97337790078861
303,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.1,T,5.15707862040198e-11,1395.20458077853
304,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.1,H,2.53685715708438e-13,3.96629746426147
305,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.1,T,5.14750757213263e-11,1392.61521354736
306,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.1,H,2.52714318811542e-13,3.95110997513465
307,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.1,T,5.12696724478323e-11,1387.05819940854
308,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.1,H,2.50640825854519e-13,3.91869155601067
309,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.1,T,5.08307275861812e-11,1375.18291251138
310,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.1,H,2.46292275206518e-13,3.85070331567867
311,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.1,T,4.99032153827326e-11,1350.08984393065
312,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.1,H,2.37230538254699e-13,3.70902586965679
313,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.1,T,4.79866239709460e-11,1298.23806283454
314,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.1,H,2.19394676177856e-13,3.43016769929925
315,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.1,T,4.42014665110587e-11,1195.83378677579
316,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.1,H,1.87378176872424e-13,2.92959966512735
317,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.1,T,3.73814135527068e-11,1011.32294587062
318,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.1,H,1.38855781178524e-13,2.17096706154081
319,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.1,T,2.70311391123718e-11,731.304909024311
320,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.1,H,8.29039556742034e-14,1.29617762769802
321,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.1,T,1.52263087358908e-11,411.935075269555
322,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.1,H,3.80544953756321e-14,0.594970229563851
323,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.1,T,6.19941855616119e-12,167.720095123260
324,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.1,H,1.36894303323927e-14,0.214029996379285
325,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.1,T,1.81354747186513e-12,49.0640133000014
326,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.1,H,4.10624953288482e-15,0.0641999375661504
327,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.1,T,4.05994807247832e-13,10.9838506747512
328,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.1,H,1.10739187569060e-15,0.0173137284305886
329,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.1,T,7.56188532818561e-14,2.04580496552216
330,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.1,H,2.75755023472021e-16,0.00431134424459066
331,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.1,T,1.25546648767564e-14,0.339655980362472
332,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.1,H,6.58837236598530e-17,0.00103007158033489
333,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.1,T,1.94648369638560e-15,0.0526604919084252
334,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.1,H,1.51347089739589e-17,0.000236626479571833
335,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.1,T,2.90358235354254e-16,0.00785539973019547
336,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.1,H,3.29140070325319e-18,5.14600289051566e-5
337,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.1,T,4.25296634266985e-17,0.00115060454958264
338,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.1,H,6.93014095890218e-19,1.08350603956981e-5
339,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.1,T,6.17421808375215e-18,0.000167038317374056
340,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.1,H,1.40327428581877e-19,2.19397581214352e-6
341,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.1,T,8.95990123774591e-19,2.42402650228588e-5
342,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.1,H,2.68828050849098e-20,4.20304317658381e-7
343,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.1,T,1.29439109620641e-19,3.50186708343291e-6
344,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.1,H,4.87794069147106e-21,7.62650894291403e-8
345,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.1,T,1.84911044730048e-20,5.00261399202399e-7
